x,y
0.0000,0.0000
0.4475,0.0023
0.6370,0.0035
0.7009,0.0418
0.6408,0.0593
0.6167,-0.1843
0.7243,-0.3760
0.7354,-0.3994
0.8801,-0.3713
0.8627,-0.3762
2.9516,-0.3746
5.3387,-1.0627
5.4900,-1.2988
5.3453,-1.2353
5.2454,-1.1749
5.2431,-1.1784
4.7246,-0.5874
2.1525,-0.5683
-0.2823,-0.5641
-0.7173,-0.5104
-0.5861,-0.2629
-0.3531,1.2530
-0.4301,1.2529
-0.4412,1.1931
-1.4819,0.5647
-3.9842,-0.0622
-6.2882,-1.1311
-6.3671,-1.2460
-6.4084,-1.0942
-6.3782,-1.0826
-6.5478,-0.8667
-7.7041,0.4210
-8.2398,1.0294
-7.5971,2.1406
-7.7010,2.0343
-7.7534,2.0659
-9.2198,3.1241
-10.7540,5.0143
-10.7339,5.2325
-10.7387,5.2319
-10.6748,5.1330
-10.6927,5.0720
-10.7143,4.5246
-9.3375,2.3555
-7.7886,0.2478
-6.7188,-1.9081
-7.4312,-3.0317
-8.7923,-5.1542
-8.7894,-5.5042
-8.7569,-5.4209
-8.7747,-5.3608
-8.5757,-4.3478
-7.1558,-2.2505
-5.4108,-0.5197
-3.5302,0.1304
-1.1365,0.1834
1.4581,0.1779
3.8645,0.1840
5.9835,0.5733
6.2377,0.5432
6.1601,0.3837
5.9396,-2.0776
7.2587,-4.3127
7.2578,-4.6016
7.2834,-4.5896
7.2461,-4.4639
7.2407,-4.4602
7.3313,-4.1367
6.1882,-2.0262
6.4060,0.0371
7.1250,1.4976
7.0839,3.9910
8.0576,5.7930
8.5540,5.7702
8.8592,4.7170
8.1690,2.3008
6.4650,0.6046
3.9187,0.5665
2.3633,0.5431
2.5456,0.7211
2.2082,0.6437
0.1489,0.6816
-0.9845,1.7512
-1.0111,1.6931
-0.9936,1.7488
-0.6037,1.4000
-0.7683,0.7236
-2.6652,0.2827
-5.1786,-0.4904
-6.1104,-2.5472
-5.9885,-4.8389
-6.0171,-4.8709
-5.9749,-4.8539
-6.0424,-4.7292
-6.0430,-4.7229
-6.0638,-2.8321
-5.4959,-0.6870
-3.1751,-0.5828
-0.6069,-0.4280
