t,id,range_m,side_px,reproj_px,cam_x,cam_y,cam_z,map_x,map_y,map_z
129.444,4,4.4452,28.87,0.158,3.9195,-2.0959,-0.0694,-2.4828,-3.3928,0.1306
130.781,4,4.2100,26.86,0.100,4.1802,0.4956,-0.0640,-2.4158,-3.2514,0.1360
147.373,4,3.8964,28.95,0.045,3.8869,0.2640,-0.0666,-2.8463,-3.2327,0.1334
158.750,4,4.4163,27.80,0.992,4.3417,-0.8029,-0.0941,-4.0036,-4.6845,0.1059
159.083,4,4.2477,28.22,0.655,4.1689,-0.8079,-0.1018,-3.9413,-4.6299,0.0982
159.391,4,4.3382,27.49,0.623,4.2566,-0.8314,-0.1025,-4.0763,-4.7508,0.0975
159.743,4,4.1830,28.48,0.610,4.1094,-0.7748,-0.1026,-4.0259,-4.7044,0.0974
160.083,4,4.1531,29.26,1.210,4.0836,-0.7500,-0.1004,-4.0677,-4.7407,0.0996
160.377,4,4.0226,29.61,0.679,3.9571,-0.7157,-0.1020,-4.0337,-4.7138,0.0980
160.754,4,3.8852,30.66,0.659,3.8228,-0.6862,-0.1018,-3.9994,-4.6764,0.0982
161.073,4,3.8159,32.09,1.397,3.7455,-0.7229,-0.0998,-4.0135,-4.6854,0.1002
161.390,4,3.7172,32.75,1.483,3.6146,-0.8610,-0.1062,-4.0355,-4.6386,0.0938
161.733,4,3.6328,33.83,0.568,3.4507,-1.1312,-0.1012,-4.0162,-4.6560,0.0988
162.076,4,3.5753,35.89,1.547,3.3083,-1.3517,-0.1055,-3.9885,-4.6657,0.0945
162.386,4,3.4132,36.88,0.145,3.1077,-1.4080,-0.0975,-3.8905,-4.6087,0.1025
162.738,4,3.3147,37.88,0.032,3.0090,-1.3869,-0.0976,-3.8532,-4.5805,0.1024
163.063,4,3.3243,37.88,0.136,3.0252,-1.3747,-0.0976,-3.8946,-4.6087,0.1024
163.390,4,3.2021,39.18,0.083,2.9178,-1.3154,-0.0977,-3.8256,-4.5550,0.1023
163.738,4,3.2021,39.18,0.083,2.9178,-1.3154,-0.0977,-3.8250,-4.5557,0.1023
164.080,4,3.2021,39.18,0.083,2.9178,-1.3154,-0.0977,-3.8246,-4.5562,0.1023
164.393,4,3.2021,39.18,0.083,2.9178,-1.3154,-0.0977,-3.8242,-4.5566,0.1023
164.725,4,3.2021,39.18,0.083,2.9178,-1.3154,-0.0977,-3.8238,-4.5571,0.1023
165.075,4,3.2766,38.22,0.117,3.0024,-1.3084,-0.0976,-3.8805,-4.6073,0.1024
165.390,4,3.4210,36.87,1.876,3.2923,-0.9236,-0.1043,-4.0061,-4.7399,0.0957
165.740,4,3.3630,35.87,1.681,3.3233,-0.5044,-0.1041,-3.9950,-4.7248,0.0959
166.075,4,3.3517,35.86,1.574,3.3472,-0.1383,-0.1056,-4.0125,-4.7403,0.0944
166.394,4,3.1845,37.15,1.727,3.1778,0.1789,-0.1048,-3.9120,-4.6489,0.0952
166.738,4,3.0892,36.86,0.025,3.0534,0.4584,-0.0976,-3.8637,-4.6053,0.1024
167.074,4,3.2910,37.88,1.639,3.1822,0.8326,-0.1058,-4.0287,-4.7729,0.0942
167.396,4,3.0149,39.89,0.027,2.8155,1.0736,-0.0977,-3.8557,-4.6134,0.1023
167.697,4,2.9386,41.89,0.199,2.6481,1.2701,-0.0979,-3.8494,-4.6051,0.1021
168.084,4,2.9030,40.89,0.011,2.7459,0.9372,-0.0978,-3.8636,-4.6011,0.1022
168.407,4,2.8574,41.01,0.260,2.7822,0.6436,-0.0977,-3.8646,-4.5941,0.1023
168.698,4,3.0095,41.01,1.933,2.9789,0.4148,-0.1051,-4.0010,-4.7377,0.0949
169.073,4,2.7524,40.88,0.208,2.7477,0.1267,-0.0978,-3.8532,-4.5922,0.1022
169.395,4,2.7277,41.89,0.104,2.7238,-0.1089,-0.0978,-3.8831,-4.6163,0.1022
169.701,4,2.6068,43.88,0.094,2.5878,-0.2979,-0.0979,-3.8541,-4.5978,0.1021
170.071,4,2.5313,46.05,0.148,2.4955,-0.4128,-0.0978,-3.8599,-4.5589,0.1022
170.406,4,2.4641,47.89,0.027,2.3946,-0.5731,-0.0959,-3.8585,-4.5307,0.1041
170.693,4,2.4080,49.88,0.048,2.3018,-0.7010,-0.0940,-3.8533,-4.5289,0.1060
171.075,4,2.3439,52.01,0.076,2.2195,-0.7476,-0.0942,-3.8378,-4.5181,0.1058
171.402,4,2.3125,52.88,0.030,2.1790,-0.7684,-0.0943,-3.8440,-4.5215,0.1057
171.685,4,2.2717,54.15,0.109,2.1364,-0.7663,-0.0944,-3.8326,-4.5186,0.1056
