x,y
0.0000,0.0000
0.4901,0.0055
0.6332,0.0059
0.7111,0.0430
0.6130,0.0734
-0.2256,0.8965
-0.2437,1.1111
-0.2503,1.1062
-0.3914,0.9380
-1.8416,0.5261
-1.7603,0.4935
-1.6959,0.5186
-1.7972,0.5001
-1.9718,0.5323
-4.3241,-0.1414
-6.4937,-1.3926
-6.6005,-1.5318
-6.6204,-1.3144
-6.6244,-1.3203
-6.2084,-0.9872
-5.6260,-0.7167
-3.0267,-0.6566
-0.4582,-0.6235
1.8754,-0.6217
3.9455,-0.6217
4.7844,-0.6962
4.7753,-0.6924
4.2718,-1.9748
4.2786,-1.9594
4.5009,-3.1464
4.5776,-3.3467
5.0356,-4.8164
5.0144,-4.8065
5.0985,-4.7196
5.0710,-4.6634
4.9468,-3.8459
4.7493,-1.2843
2.6735,-0.0786
0.7231,0.0962
-1.8018,0.1007
-3.9133,0.2991
-6.2273,0.3481
-6.4961,0.3477
-8.1432,1.3663
-8.0845,1.5054
-8.0796,1.4377
-8.0624,1.3610
-8.1855,1.0598
-7.2546,-0.2397
-7.0820,-2.4569
-8.4911,-4.6401
-8.2582,-5.8717
-8.2587,-5.8473
-8.2667,-5.8564
-8.3204,-4.1309
-6.8239,-2.0067
-4.9448,-0.4375
-2.4382,0.0660
0.1078,0.0546
2.5468,0.0498
4.7904,0.5131
7.0874,0.8915
7.1030,2.2759
7.7440,2.7470
8.8408,4.4341
8.5340,5.6678
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
8.4971,5.6632
