frame,t,x,y,yaw,speed,stalled,footprint_max_cost,footprint_blocked
37,1787217193.54,1.298,0.204,1.247,0.005,1,0,0
38,1787217194.54,1.296,0.198,1.323,0.006,1,0,0
39,1787217195.54,1.295,0.191,1.406,0.008,1,0,0
40,1787217196.54,1.293,0.181,1.493,0.010,1,0,0
41,1787217197.54,1.293,0.170,1.585,0.012,1,0,0
42,1787217198.54,1.294,0.155,1.684,0.014,1,0,0
43,1787217199.54,1.296,0.139,1.790,0.016,1,0,0
44,1787217200.54,1.294,0.148,1.878,0.003,1,0,0
45,1787217201.54,1.290,0.159,1.978,0.013,1,0,0
46,1787217202.54,1.284,0.171,2.073,0.011,1,0,0
47,1787217203.54,1.279,0.180,2.162,0.009,1,0,0
48,1787217204.54,1.273,0.187,2.247,0.007,1,0,0
49,1787217205.54,1.269,0.192,2.327,0.005,1,0,0
50,1787217206.54,1.220,0.234,2.515,0.186,0,0,0
51,1787217207.54,1.008,0.380,2.525,0.260,0,0,0
52,1787217208.54,0.788,0.529,2.597,0.260,0,202,0
53,1787217209.54,0.556,0.647,2.772,0.263,0,226,0
54,1787217210.54,0.331,0.718,2.837,0.137,0,226,0
55,1787217211.54,0.292,0.730,2.769,0.002,1,226,0
56,1787217212.54,0.291,0.731,2.705,0.000,1,226,0
57,1787217213.54,0.290,0.731,2.642,0.001,1,226,0
58,1787217214.54,0.290,0.731,2.578,0.000,1,216,0
59,1787217215.54,0.290,0.731,2.515,0.001,1,209,0
60,1787217216.54,0.292,0.730,2.449,0.003,1,216,0
61,1787217217.54,0.295,0.727,2.380,0.005,1,209,0
62,1787217218.54,0.300,0.722,2.306,0.007,1,216,0
63,1787217219.54,0.283,0.746,2.151,0.132,0,248,0
64,1787217220.54,0.178,0.932,2.130,0.179,0,253,1
65,1787217221.54,0.055,1.113,2.108,0.226,0,253,1
66,1787217222.54,0.005,1.205,2.011,0.004,1,213,0
67,1787217223.54,0.008,1.196,1.913,0.015,1,198,0
68,1787217224.54,0.008,1.198,1.810,0.015,1,201,0
69,1787217225.54,0.005,1.212,1.714,0.013,1,219,0
70,1787217226.54,0.006,1.204,1.788,0.015,1,213,0
71,1787217227.54,0.009,1.194,1.895,0.016,1,206,0
72,1787217228.54,0.003,1.210,2.001,0.014,1,213,0
73,1787217229.54,-0.004,1.222,2.100,0.012,1,188,0
74,1787217230.54,-0.010,1.231,2.192,0.010,1,206,0
75,1787217231.54,-0.015,1.238,2.278,0.008,1,206,0
76,1787217232.54,-0.021,1.245,2.361,0.006,1,213,0
77,1787217233.54,-0.025,1.248,2.439,0.004,1,194,0
78,1787217234.54,-0.027,1.250,2.513,0.003,1,198,0
79,1787217235.54,-0.029,1.251,2.584,0.001,1,202,0
80,1787217236.54,-0.029,1.251,2.653,0.001,1,182,0
81,1787217237.54,-0.028,1.251,2.723,0.001,1,182,0
82,1787217238.54,-0.027,1.250,2.791,0.001,1,182,0
83,1787217239.54,-0.026,1.250,2.862,0.003,1,165,0
84,1787217240.54,-0.022,1.249,2.936,0.004,1,182,0
85,1787217241.54,-0.016,1.248,3.014,0.006,1,165,0
86,1787217242.54,-0.008,1.247,3.097,0.008,1,149,0
87,1787217243.54,0.002,1.247,-3.099,0.010,1,149,0
88,1787217244.54,0.013,1.248,-3.006,0.012,1,149,0
89,1787217245.54,0.024,1.250,-2.908,0.014,1,150,0
90,1787217246.54,0.040,1.255,-2.803,0.016,1,151,0
91,1787217247.54,0.030,1.250,-2.695,0.015,1,165,0
92,1787217248.54,0.017,1.243,-2.594,0.013,1,165,0
93,1787217249.54,0.006,1.236,-2.499,0.011,1,181,0
94,1787217250.54,-0.002,1.229,-2.410,0.009,1,181,0
95,1787217251.54,-0.009,1.223,-2.325,0.007,1,188,0
96,1787217252.54,-0.013,1.219,-2.245,0.005,1,198,0
97,1787217253.54,-0.014,1.217,-2.210,0.004,1,206,0
98,1787217254.54,-0.016,1.214,-2.138,0.002,1,216,0
99,1787217255.54,-0.017,1.212,-2.067,0.001,1,206,0
100,1787217256.54,-0.017,1.212,-1.998,0.001,1,206,0
101,1787217257.54,-0.017,1.213,-1.927,0.001,1,216,0
102,1787217258.54,-0.017,1.214,-1.859,0.001,1,206,0
103,1787217259.54,-0.016,1.215,-1.788,0.003,1,206,0
104,1787217260.54,-0.016,1.219,-1.713,0.004,1,213,0
105,1787217261.54,-0.015,1.225,-1.634,0.006,1,198,0
106,1787217262.54,-0.015,1.231,-1.551,0.008,1,182,0
107,1787217263.54,-0.015,1.240,-1.464,0.010,1,198,0
108,1787217264.54,-0.017,1.249,-1.371,0.012,1,182,0
109,1787217265.54,-0.020,1.262,-1.273,0.014,1,194,0
110,1787217266.54,-0.025,1.276,-1.166,0.025,0,194,0
111,1787217267.54,0.049,1.151,-0.942,0.259,0,225,0
112,1787217268.54,0.231,0.975,-0.588,0.223,0,216,0
113,1787217269.54,0.448,0.886,-0.166,0.233,0,213,0
114,1787217270.54,0.685,0.910,0.388,0.262,0,198,0
115,1787217271.54,0.900,1.059,0.694,0.243,0,235,0
116,1787217272.54,1.113,1.188,0.329,0.259,0,241,0
117,1787217273.54,1.371,1.261,0.324,0.260,0,226,0
118,1787217274.54,1.604,1.340,0.315,0.135,0,189,0
119,1787217275.54,1.631,1.349,0.318,0.080,0,181,0
120,1787217276.54,1.549,1.322,0.321,0.080,0,198,0
121,1787217277.54,1.475,1.297,0.323,0.080,0,206,0
122,1787217278.54,1.401,1.272,0.326,0.080,0,206,0
123,1787217279.54,1.327,1.247,0.329,0.080,0,216,0
124,1787217280.54,1.247,1.220,0.331,0.080,0,236,0
125,1787217281.54,1.237,1.216,0.259,0.012,1,236,0
126,1787217282.54,1.252,1.219,0.170,0.010,1,248,0
127,1787217283.54,1.261,1.220,0.088,0.008,1,248,0
128,1787217284.54,1.268,1.221,0.010,0.006,1,236,0
129,1787217285.54,1.273,1.221,-0.063,0.005,1,248,0
130,1787217286.54,1.277,1.220,-0.132,0.003,1,226,0
131,1787217287.54,1.279,1.220,-0.198,0.001,1,248,0
132,1787217288.54,1.279,1.220,-0.260,0.001,1,236,0
133,1787217289.54,1.280,1.220,-0.325,0.001,1,248,0
134,1787217290.54,1.280,1.220,-0.389,0.001,1,248,0
135,1787217291.54,1.279,1.220,-0.453,0.002,1,236,0
136,1787217292.54,1.277,1.221,-0.522,0.004,1,236,0
137,1787217293.54,1.272,1.224,-0.594,0.006,1,236,0
138,1787217294.54,1.266,1.229,-0.670,0.008,1,236,0
139,1787217295.54,1.258,1.235,-0.751,0.010,1,216,0
140,1787217296.54,1.251,1.243,-0.837,0.012,1,198,0
141,1787217297.54,1.243,1.252,-0.928,0.014,1,206,0
142,1787217298.54,1.234,1.266,-1.027,0.016,1,189,0
143,1787217299.54,1.237,1.259,-1.130,0.015,1,189,0
144,1787217300.54,1.243,1.245,-1.226,0.013,1,198,0
145,1787217301.54,1.247,1.235,-1.309,0.011,1,216,0
146,1787217302.54,1.248,1.227,-1.393,0.009,1,241,0
147,1787217303.54,1.249,1.219,-1.473,0.007,1,236,0
148,1787217304.54,1.250,1.213,-1.548,0.005,1,248,0
149,1787217305.54,1.250,1.209,-1.619,0.004,1,253,1
150,1787217306.54,1.250,1.205,-1.686,0.002,1,248,0
151,1787217307.54,1.249,1.203,-1.751,0.000,1,253,1
152,1787217308.54,1.249,1.203,-1.814,0.000,1,253,1
153,1787217309.54,1.249,1.202,-1.879,0.000,1,253,1
154,1787217310.54,1.249,1.203,-1.943,0.002,1,253,1
155,1787217311.54,1.251,1.206,-2.009,0.003,1,241,0
156,1787217312.54,1.252,1.209,-2.081,0.005,1,241,0
157,1787217313.54,1.255,1.214,-2.156,0.007,1,236,0
158,1787217314.54,1.260,1.221,-2.235,0.009,1,226,0
159,1787217315.54,1.266,1.228,-2.318,0.011,1,248,0
160,1787217316.54,1.247,1.213,-2.500,0.128,0,226,0
161,1787217317.54,1.047,1.101,-2.625,0.190,0,253,1
162,1787217318.54,0.861,0.954,-2.418,0.259,0,253,1
163,1787217319.54,0.647,0.806,-2.613,0.260,0,182,0
164,1787217320.54,0.433,0.671,-2.592,0.260,0,0,0
165,1787217321.54,0.220,0.517,-2.474,0.260,0,0,0
166,1787217322.54,0.020,0.360,-2.493,0.260,0,170,0
167,1787217323.54,-0.186,0.178,-2.390,0.259,0,158,0
168,1787217324.54,-0.371,0.002,-2.396,0.260,0,155,0
169,1787217325.54,-0.571,-0.168,-2.395,0.261,0,0,0
170,1787217326.54,-0.759,-0.364,-2.348,0.260,0,0,0
171,1787217327.54,-0.956,-0.545,-2.432,0.259,0,0,0
172,1787217328.54,-1.142,-0.728,-2.294,0.260,0,0,0
173,1787217329.54,-1.329,-0.923,-2.374,0.259,0,0,0
174,1787217330.54,-1.526,-1.122,-2.317,0.259,0,0,0
175,1787217331.54,-1.690,-1.309,-2.235,0.175,0,0,0
176,1787217332.54,-1.729,-1.360,-2.148,0.008,1,0,0
177,1787217333.54,-1.730,-1.362,-2.127,0.000,1,0,0
178,1787217334.54,-1.730,-1.362,-2.125,0.000,1,0,0
179,1787217335.54,-1.731,-1.364,-2.074,0.014,1,0,0
180,1787217336.54,-1.735,-1.373,-1.739,0.002,1,0,0
181,1787217337.54,-1.735,-1.365,-1.463,0.006,1,0,0
182,1787217338.54,-1.735,-1.367,-1.513,0.004,1,0,0
183,1787217339.54,-1.735,-1.370,-1.581,0.002,1,0,0
184,1787217340.54,-1.735,-1.372,-1.646,0.000,1,0,0
185,1787217341.54,-1.735,-1.372,-1.710,0.001,1,0,0
186,1787217342.54,-1.735,-1.373,-1.775,0.000,1,0,0
187,1787217343.54,-1.735,-1.373,-1.838,0.001,1,0,0
188,1787217344.54,-1.734,-1.371,-1.903,0.003,1,0,0
189,1787217345.54,-1.732,-1.366,-1.973,0.005,1,0,0
190,1787217346.54,-1.730,-1.360,-2.047,0.007,1,0,0
191,1787217347.54,-1.802,-1.450,-2.417,0.250,0,0,0
192,1787217348.54,-1.977,-1.572,-2.546,0.098,0,0,0
193,1787217349.54,-2.070,-1.659,-2.220,0.241,0,0,0
194,1787217350.54,-2.190,-1.878,-2.029,0.259,0,0,0
195,1787217351.54,-2.334,-2.115,-2.170,0.261,0,0,0
196,1787217352.54,-2.478,-2.340,-2.171,0.259,0,0,0
197,1787217353.54,-2.628,-2.547,-2.193,0.261,0,0,0
198,1787217354.54,-2.770,-2.768,-2.161,0.259,0,0,0
199,1787217355.54,-2.923,-2.984,-2.224,0.260,0,0,0
200,1787217356.54,-3.080,-3.205,-2.152,0.262,0,0,0
201,1787217357.54,-3.210,-3.438,-2.083,0.259,0,209,0
202,1787217358.54,-3.342,-3.663,-2.058,0.261,0,236,0
203,1787217359.54,-3.430,-3.906,-1.768,0.259,0,241,0
204,1787217360.54,-3.450,-4.171,-1.553,0.260,0,223,0
205,1787217361.54,-3.445,-4.399,-1.534,0.148,0,179,0
206,1787217362.54,-3.443,-4.444,-1.460,0.004,1,0,0
207,1787217363.54,-3.443,-4.439,-1.384,0.005,1,155,0
208,1787217364.54,-3.444,-4.434,-1.303,0.007,1,0,0
209,1787217365.54,-3.447,-4.427,-1.219,0.009,1,0,0
210,1787217366.54,-3.451,-4.417,-1.129,0.011,1,0,0
211,1787217367.54,-3.457,-4.406,-1.034,0.013,1,0,0
212,1787217368.54,-3.467,-4.391,-0.933,0.015,1,0,0
213,1787217369.54,-3.469,-4.388,-0.825,0.015,1,0,0
214,1787217370.54,-3.458,-4.398,-0.722,0.014,1,168,0
215,1787217371.54,-3.448,-4.407,-0.624,0.012,1,182,0
216,1787217372.54,-3.437,-4.413,-0.527,0.051,0,209,0
217,1787217373.54,-3.286,-4.492,-0.487,0.258,0,216,0
218,1787217374.54,-3.073,-4.627,-0.547,0.215,0,206,0
219,1787217375.54,-2.985,-4.677,-0.459,0.008,1,188,0
220,1787217376.54,-2.979,-4.680,-0.376,0.006,1,181,0
221,1787217377.54,-2.974,-4.681,-0.298,0.004,1,194,0
222,1787217378.54,-2.971,-4.682,-0.222,0.003,1,188,0
223,1787217379.54,-2.969,-4.683,-0.152,0.001,1,182,0
224,1787217380.54,-2.969,-4.683,-0.083,0.001,1,179,0
225,1787217381.54,-2.969,-4.683,-0.012,0.001,1,165,0
226,1787217382.54,-2.970,-4.683,0.056,0.001,1,182,0
227,1787217383.54,-2.971,-4.683,0.127,0.002,1,182,0
228,1787217384.54,-2.974,-4.683,0.201,0.004,1,188,0
229,1787217385.54,-2.980,-4.685,0.279,0.006,1,201,0
230,1787217386.54,-2.987,-4.687,0.361,0.008,1,226,0
231,1787217387.54,-2.995,-4.690,0.448,0.010,1,241,0
232,1787217388.54,-3.004,-4.696,0.540,0.012,1,253,1
233,1787217389.54,-3.014,-4.702,0.638,0.014,1,253,1
234,1787217390.54,-3.025,-4.711,0.743,0.016,1,253,1
235,1787217391.54,-3.020,-4.706,0.851,0.015,1,253,1
236,1787217392.54,-3.011,-4.695,0.952,0.013,1,253,1
237,1787217393.54,-3.003,-4.682,1.046,0.011,1,253,1
238,1787217394.54,-2.999,-4.674,1.136,0.009,1,253,1
239,1787217395.54,-2.997,-4.668,1.204,0.007,1,253,1
240,1787217396.54,-2.994,-4.661,1.285,0.006,1,253,1
241,1787217397.54,-2.993,-4.657,1.362,0.004,1,253,1
242,1787217398.54,-2.993,-4.654,1.435,0.002,1,253,1
243,1787217399.54,-2.992,-4.653,1.504,0.000,1,247,0
244,1787217400.54,-2.992,-4.653,1.573,0.000,1,247,0
245,1787217401.54,-2.992,-4.653,1.641,0.000,1,253,1
246,1787217402.54,-2.992,-4.654,1.709,0.001,1,253,1
247,1787217403.54,-2.992,-4.655,1.781,0.003,1,253,1
248,1787217404.54,-2.991,-4.659,1.854,0.005,1,253,1
249,1787217405.54,-2.989,-4.664,1.933,0.007,1,253,1
250,1787217406.54,-2.986,-4.672,2.017,0.009,1,253,1
251,1787217407.54,-2.982,-4.679,2.105,0.011,1,253,1
252,1787217408.54,-2.977,-4.688,2.196,0.013,1,253,1
253,1787217409.54,-2.967,-4.700,2.296,0.015,1,253,1
254,1787217410.54,-2.970,-4.698,2.449,0.102,0,253,1
255,1787217411.54,-3.143,-4.582,2.530,0.260,0,225,0
256,1787217412.54,-3.322,-4.388,2.070,0.225,0,226,0
257,1787217413.54,-3.384,-4.160,1.649,0.225,0,223,0
258,1787217414.54,-3.353,-3.921,1.259,0.268,0,248,0
259,1787217415.54,-3.230,-3.679,0.877,0.268,0,241,0
260,1787217416.54,-3.049,-3.496,0.776,0.160,0,209,0
261,1787217417.54,-3.010,-3.458,0.779,0.080,0,209,0
262,1787217418.54,-3.074,-3.522,0.782,0.080,0,209,0
263,1787217419.54,-3.131,-3.578,0.784,0.080,0,209,0
264,1787217420.54,-3.189,-3.637,0.787,0.080,0,209,0
265,1787217421.54,-3.248,-3.696,0.790,0.080,0,198,0
266,1787217422.54,-3.308,-3.757,0.792,0.080,0,195,0
267,1787217423.54,-3.289,-3.732,0.872,0.170,0,194,0
268,1787217424.54,-3.138,-3.557,0.856,0.172,0,195,0
269,1787217425.54,-3.092,-3.503,0.858,0.000,1,195,0
270,1787217426.54,-3.092,-3.503,0.861,0.000,1,195,0
271,1787217427.54,-3.092,-3.503,0.863,0.000,1,195,0
272,1787217428.54,-3.092,-3.503,0.912,0.012,1,195,0
273,1787217429.54,-3.081,-3.479,1.330,0.031,0,216,0
274,1787217430.54,-3.080,-3.468,1.531,0.002,1,209,0
275,1787217431.54,-3.080,-3.471,1.464,0.003,1,195,0
276,1787217432.54,-3.080,-3.476,1.393,0.005,1,223,0
277,1787217433.54,-3.081,-3.477,1.374,0.000,1,223,0
278,1787217434.54,-3.091,-3.531,1.377,0.080,0,253,1
279,1787217435.54,-3.107,-3.611,1.379,0.080,0,253,1
280,1787217436.54,-3.122,-3.690,1.381,0.080,0,253,1
281,1787217437.54,-3.134,-3.750,1.358,0.006,1,253,1
282,1787217438.54,-3.136,-3.758,1.281,0.008,1,253,1
283,1787217439.54,-3.138,-3.765,1.196,0.024,0,253,1
284,1787217440.54,-3.069,-3.646,0.982,0.259,0,253,1
285,1787217441.54,-2.915,-3.431,0.979,0.260,0,253,1
286,1787217442.54,-2.780,-3.216,0.944,0.260,0,253,1
287,1787217443.54,-2.611,-3.020,0.786,0.260,0,253,1
288,1787217444.54,-2.492,-2.893,0.832,0.060,0,253,1
289,1787217445.54,-2.486,-2.886,0.835,0.000,1,253,1
290,1787217446.54,-2.435,-2.833,0.812,0.199,0,253,1
291,1787217447.54,-2.286,-2.625,1.145,0.255,0,253,1
292,1787217448.54,-2.196,-2.399,1.122,0.180,0,241,0
293,1787217449.54,-2.056,-2.239,0.653,0.255,0,241,0
294,1787217450.54,-1.848,-2.074,0.814,0.262,0,253,1
295,1787217451.54,-1.708,-1.859,1.049,0.260,0,253,1
296,1787217452.54,-1.569,-1.651,0.982,0.173,0,253,1
297,1787217453.54,-1.531,-1.579,1.375,0.034,0,253,1
298,1787217454.54,-1.530,-1.565,1.614,0.000,1,253,1
299,1787217455.54,-1.529,-1.567,1.551,0.003,1,253,1
300,1787217456.54,-1.530,-1.572,1.482,0.005,1,253,1
301,1787217457.54,-1.531,-1.578,1.409,0.006,1,253,1
302,1787217458.54,-1.532,-1.585,1.331,0.008,1,253,1
303,1787217459.54,-1.535,-1.596,1.249,0.010,1,253,1
304,1787217460.54,-1.539,-1.606,1.161,0.012,1,253,1
305,1787217461.54,-1.527,-1.586,0.974,0.129,0,253,1
306,1787217462.54,-1.380,-1.419,0.865,0.260,0,253,1
307,1787217463.54,-1.264,-1.209,1.236,0.193,0,253,1
308,1787217464.54,-1.168,-0.973,1.008,0.263,0,248,0
309,1787217465.54,-0.995,-0.770,0.846,0.259,0,253,1
310,1787217466.54,-0.835,-0.546,1.001,0.260,0,253,1
311,1787217467.54,-0.688,-0.331,0.937,0.260,0,253,1
312,1787217468.54,-0.532,-0.119,0.953,0.260,0,253,1
313,1787217469.54,-0.376,0.104,0.950,0.260,0,253,1
314,1787217470.54,-0.217,0.329,0.952,0.260,0,253,1
315,1787217471.54,-0.070,0.561,1.017,0.260,0,253,1
316,1787217472.54,0.084,0.775,0.922,0.260,0,253,1
317,1787217473.54,0.242,0.990,0.982,0.260,0,253,1
318,1787217474.54,0.395,1.201,0.977,0.260,0,253,1
319,1787217475.54,0.546,1.423,0.970,0.260,0,253,1
320,1787217476.54,0.697,1.636,0.961,0.260,0,253,1
321,1787217477.54,0.817,1.867,1.192,0.260,0,253,1
322,1787217478.54,0.938,2.097,0.913,0.259,0,253,1
323,1787217479.54,1.106,2.300,0.920,0.260,0,253,1
324,1787217480.54,1.238,2.534,1.093,0.260,0,253,1
325,1787217481.54,1.376,2.767,1.005,0.260,0,253,1
326,1787217482.54,1.519,2.988,1.016,0.260,0,253,1
327,1787217483.54,1.617,3.151,1.036,0.049,0,241,0
328,1787217484.54,1.620,3.156,1.038,0.000,1,241,0
329,1787217485.54,1.629,3.170,0.999,0.097,0,253,1
330,1787217486.54,1.740,3.339,1.015,0.260,0,253,1
331,1787217487.54,1.867,3.575,1.076,0.260,0,248,0
332,1787217488.54,2.003,3.802,1.024,0.260,0,248,0
333,1787217489.54,2.127,4.021,1.040,0.260,0,248,0
334,1787217490.54,2.265,4.246,1.029,0.229,0,248,0
335,1787217491.54,2.317,4.348,1.196,0.043,0,253,1
336,1787217492.54,2.349,4.501,1.447,0.257,0,216,0
337,1787217493.54,2.368,4.763,1.545,0.261,0,155,0
338,1787217494.54,2.388,5.025,1.439,0.261,0,0,0
339,1787217495.54,2.413,5.285,1.532,0.253,0,0,0
340,1787217496.54,2.419,5.426,1.486,0.005,1,0,0
341,1787217497.54,2.418,5.421,1.407,0.009,1,0,0
342,1787217498.54,2.416,5.411,1.323,0.011,1,0,0
343,1787217499.54,2.413,5.398,1.235,0.013,1,0,0
344,1787217500.54,2.408,5.386,1.139,0.015,1,0,0
345,1787217501.54,2.404,5.378,1.037,0.016,1,0,0
346,1787217502.54,2.412,5.391,0.937,0.014,1,0,0
347,1787217503.54,2.421,5.402,0.845,0.012,1,0,0
348,1787217504.54,2.429,5.410,0.759,0.010,1,0,0
349,1787217505.54,2.436,5.416,0.677,0.008,1,0,0
350,1787217506.54,2.442,5.421,0.600,0.006,1,0,0
351,1787217507.54,2.446,5.424,0.528,0.004,1,0,0
352,1787217508.54,2.449,5.425,0.459,0.002,1,0,0
353,1787217509.54,2.450,5.425,0.393,0.001,1,0,0
354,1787217510.54,2.450,5.426,0.330,0.001,1,0,0
355,1787217511.54,2.451,5.426,0.265,0.001,1,0,0
356,1787217512.54,2.451,5.426,0.202,0.001,1,0,0
357,1787217513.54,2.449,5.425,0.136,0.003,1,0,0
358,1787217514.54,2.474,5.426,-0.005,0.125,0,0,0
359,1787217515.54,2.695,5.403,-0.092,0.261,0,182,0
360,1787217516.54,2.952,5.420,0.189,0.259,0,253,1
361,1787217517.54,3.151,5.450,0.013,0.190,0,247,0
362,1787217518.54,3.398,5.394,-0.388,0.264,0,253,1
363,1787217519.54,3.633,5.270,-0.604,0.257,0,241,0
364,1787217520.54,3.836,5.115,-0.657,0.238,0,205,0
365,1787217521.54,4.044,5.005,-0.309,0.184,0,0,0
366,1787217522.54,4.124,4.983,-0.206,0.012,1,0,0
367,1787217523.54,4.136,4.981,-0.115,0.010,1,0,0
368,1787217524.54,4.145,4.980,-0.029,0.008,1,0,0
369,1787217525.54,4.151,4.980,0.052,0.006,1,0,0
370,1787217526.54,4.156,4.980,0.130,0.004,1,0,0
371,1787217527.54,4.159,4.981,0.203,0.002,1,0,0
372,1787217528.54,4.160,4.981,0.273,0.000,1,0,0
373,1787217529.54,4.159,4.981,0.342,0.000,1,0,0
374,1787217530.54,4.159,4.980,0.412,0.001,1,0,0
375,1787217531.54,4.158,4.980,0.480,0.001,1,0,0
376,1787217532.54,4.156,4.979,0.552,0.003,1,0,0
377,1787217533.54,4.153,4.977,0.628,0.005,1,0,0
378,1787217534.54,4.148,4.973,0.706,0.007,1,0,0
379,1787217535.54,4.141,4.967,0.790,0.009,1,0,0
380,1787217536.54,4.135,4.960,0.877,0.011,1,0,0
381,1787217537.54,4.129,4.952,0.971,0.013,1,0,0
382,1787217538.54,4.122,4.941,1.071,0.014,1,0,0
383,1787217539.54,4.117,4.929,1.178,0.016,1,0,0
384,1787217540.54,4.121,4.941,1.264,0.000,1,0,0
385,1787217541.54,4.123,4.947,1.335,0.013,1,0,0
386,1787217542.54,4.125,4.961,1.431,0.011,1,0,0
387,1787217543.54,4.126,4.972,1.521,0.009,1,0,0
388,1787217544.54,4.126,4.980,1.606,0.007,1,0,0
389,1787217545.54,4.126,4.986,1.687,0.005,1,0,0
390,1787217546.54,4.125,4.991,1.764,0.004,1,0,0
391,1787217547.54,4.124,4.994,1.837,0.002,1,0,0
392,1787217548.54,4.124,4.995,1.906,0.000,1,0,0
393,1787217549.54,4.124,4.995,1.975,0.000,1,0,0
394,1787217550.54,4.124,4.994,2.044,0.000,1,0,0
395,1787217551.54,4.125,4.994,2.112,0.001,1,0,0
396,1787217552.54,4.073,5.058,2.378,0.201,0,0,0
397,1787217553.54,3.871,5.206,2.525,0.201,0,164,0
398,1787217554.54,3.736,5.344,2.156,0.254,0,170,0
399,1787217555.54,3.603,5.567,2.140,0.240,0,165,0
400,1787217556.54,3.439,5.758,2.373,0.260,0,158,0
401,1787217557.54,3.266,5.956,2.156,0.257,0,151,0
402,1787217558.54,3.126,6.183,2.114,0.260,0,0,0
403,1787217559.54,2.988,6.405,2.114,0.259,0,0,0
404,1787217560.54,2.837,6.621,2.222,0.224,0,0,0
405,1787217561.54,2.773,6.708,2.153,0.002,1,0,0
406,1787217562.54,2.773,6.710,2.090,0.000,1,0,0
407,1787217563.54,2.772,6.710,2.027,0.001,1,0,0
408,1787217564.54,2.772,6.711,1.962,0.000,1,0,0
409,1787217565.54,2.772,6.711,1.899,0.001,1,0,0
410,1787217566.54,2.773,6.709,1.832,0.003,1,0,0
411,1787217567.54,2.774,6.705,1.762,0.005,1,0,0
412,1787217568.54,2.774,6.700,1.688,0.007,1,0,0
413,1787217569.54,2.775,6.690,1.610,0.009,1,0,0
414,1787217570.54,2.775,6.680,1.526,0.011,1,0,0
415,1787217571.54,2.774,6.669,1.438,0.013,1,0,0
416,1787217572.54,2.772,6.657,1.343,0.015,1,0,0
417,1787217573.54,2.768,6.643,1.241,0.016,1,0,0
418,1787217574.54,2.774,6.658,1.140,0.014,1,0,0
419,1787217575.54,2.780,6.669,1.046,0.012,1,0,0
420,1787217576.54,2.787,6.680,0.958,0.010,1,0,0
421,1787217577.54,2.793,6.688,0.877,0.008,1,0,0
422,1787217578.54,2.798,6.693,0.799,0.006,1,0,0
423,1787217579.54,2.801,6.696,0.726,0.004,1,0,0
424,1787217580.54,2.804,6.699,0.656,0.003,1,0,0
425,1787217581.54,2.805,6.700,0.596,0.001,1,0,0
426,1787217582.54,2.806,6.700,0.533,0.001,1,0,0
427,1787217583.54,2.807,6.701,0.468,0.001,1,0,0
428,1787217584.54,2.807,6.701,0.405,0.001,1,0,0
429,1787217585.54,2.806,6.701,0.340,0.002,1,0,0
430,1787217586.54,2.803,6.700,0.271,0.004,1,0,0
431,1787217587.54,2.799,6.699,0.198,0.006,1,0,0
432,1787217588.54,2.793,6.698,0.122,0.008,1,0,0
433,1787217589.54,2.785,6.697,0.040,0.010,1,0,0
