x,y
0.0000,0.0000
0.4201,0.0143
0.6345,0.0214
0.6993,0.0877
0.6185,0.0616
0.0351,0.6875
-0.2175,0.8636
-0.1703,1.7055
-0.2935,1.4685
-0.2922,1.2357
-0.3065,1.2683
-0.2794,1.2600
-0.8999,0.7416
-1.4163,0.5223
-3.1085,0.1070
-3.1053,0.1226
-3.0459,0.2372
-3.0323,0.3145
-1.3304,0.3607
1.2318,0.3446
3.7387,-0.1232
5.3120,-0.9022
4.5182,-1.8847
4.2152,-2.0635
4.2115,-2.0661
4.2794,-2.0941
4.3428,-2.0643
4.3886,-2.0073
6.0592,-0.1885
6.2465,0.0098
6.2272,0.0626
6.3508,-0.0936
4.6828,-0.0976
2.0974,-0.0939
-0.4703,-0.0917
-3.0292,-0.1170
-5.5657,-0.6967
-6.7372,-2.0075
-6.6985,-1.9914
-6.7714,-1.8711
-6.7518,-1.9199
-7.6844,0.1282
-8.3206,2.3931
-8.3602,2.8205
-10.2105,3.6413
-11.0024,4.9617
-10.9817,4.9770
-10.9393,4.8702
-10.9424,4.8776
-10.0438,2.9263
-8.4669,0.8587
-6.7666,-1.1282
-6.5543,-3.4440
-6.0378,-4.8479
-6.3203,-6.1501
-6.3226,-6.0904
-6.3245,-6.0086
-6.2691,-6.0151
-6.0223,-3.7646
-6.1976,-1.1976
-3.9459,-0.1945
-3.2458,0.0538
-1.1677,0.0911
1.2248,0.1653
2.8233,0.3397
4.2255,0.4339
6.4490,0.7836
7.8737,2.6892
8.6797,3.9270
7.9205,5.9705
6.9767,4.1208
7.4450,1.5999
8.4294,0.3124
8.3900,0.3056
8.3884,0.3161
8.2801,0.3062
7.4342,0.3911
4.8231,0.3909
2.4479,0.2453
-0.1593,0.2504
-2.7928,0.2537
-5.3788,0.2487
-7.9608,0.4432
-8.2716,2.8013
-8.2829,4.3820
-8.3245,4.3527
-8.3722,4.2754
