x,y
0.0000,0.0000
0.4943,-0.0092
0.8245,-0.0221
0.5863,-0.0184
0.4148,-0.0935
0.3747,-0.1253
0.3502,-0.1155
0.3731,-0.1264
-1.4934,-0.2159
-3.8217,-0.2196
-5.9767,-1.1274
-5.9721,-1.6928
-5.9226,-1.6795
-6.0067,-1.5475
-5.8387,-1.7532
-5.8566,-1.7708
-5.8304,-0.7081
-3.3241,-0.4005
-0.9730,-0.3975
1.5948,-0.3991
4.1511,-0.5284
5.7411,-1.6536
5.7350,-1.5949
5.7751,-1.5822
5.8966,-0.9688
6.3312,-0.4556
6.3801,-0.5694
6.3680,-0.5311
6.1878,-0.6496
6.2110,-0.6487
6.2070,-0.6553
6.3667,-0.5915
7.2827,0.7048
7.3177,1.1556
7.0522,1.6538
7.1188,1.7117
9.0186,3.2563
9.1094,5.1504
9.1168,5.1490
9.1970,5.0580
9.2967,5.0580
9.3140,5.0914
8.8862,2.8929
7.4391,0.7174
5.7852,-1.2779
6.1116,-2.6981
7.3130,-4.9452
7.0169,-5.3749
6.9615,-5.3541
6.9639,-5.3624
7.0272,-5.2322
7.1378,-3.9725
5.7934,-1.7455
3.8209,-0.2997
1.8714,0.5009
-0.1231,1.2930
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
0.2124,1.6060
