frame,t,x,y,yaw,speed,stalled,footprint_max_cost,footprint_blocked
247,1787212206.91,-5.704,3.444,1.746,0.001,1,0,0
248,1787212207.91,-5.704,3.444,1.809,0.001,1,0,0
249,1787212208.91,-5.703,3.442,1.877,0.003,1,0,0
250,1787212209.91,-5.702,3.438,1.948,0.005,1,0,0
251,1787212210.91,-5.699,3.432,2.022,0.007,1,0,0
252,1787212211.91,-5.696,3.425,2.101,0.009,1,0,0
253,1787212212.91,-5.691,3.418,2.183,0.011,1,0,0
254,1787212213.91,-5.685,3.410,2.272,0.013,1,0,0
255,1787212214.91,-5.675,3.400,2.368,0.015,1,0,0
256,1787212215.91,-5.663,3.389,2.468,0.016,1,0,0
257,1787212216.91,-5.676,3.398,2.569,0.014,1,0,0
258,1787212217.91,-5.687,3.404,2.665,0.012,1,0,0
259,1787212218.91,-5.696,3.409,2.754,0.010,1,0,0
260,1787212219.91,-5.707,3.413,2.835,0.008,1,0,0
261,1787212220.91,-5.714,3.415,2.915,0.006,1,0,0
262,1787212221.91,-5.720,3.416,2.987,0.005,1,0,0
263,1787212222.91,-5.724,3.416,3.058,0.003,1,0,0
264,1787212223.91,-5.725,3.416,3.125,0.001,1,0,0
265,1787212224.91,-5.725,3.416,-3.095,0.001,1,0,0
266,1787212225.91,-5.724,3.416,-3.031,0.001,1,0,0
267,1787212226.91,-5.723,3.417,-2.967,0.001,1,0,0
268,1787212227.91,-5.722,3.417,-2.903,0.002,1,0,0
269,1787212228.91,-5.719,3.418,-2.834,0.004,1,0,0
270,1787212229.91,-5.714,3.420,-2.760,0.006,1,0,0
271,1787212230.91,-5.707,3.423,-2.683,0.008,1,0,0
272,1787212231.91,-5.699,3.427,-2.602,0.010,1,0,0
273,1787212232.91,-5.691,3.432,-2.518,0.012,1,0,0
274,1787212233.91,-5.681,3.440,-2.423,0.014,1,0,0
275,1787212234.91,-5.672,3.449,-2.324,0.016,1,0,0
276,1787212235.91,-5.675,3.445,-2.222,0.015,1,0,0
277,1787212236.91,-5.683,3.433,-2.123,0.013,1,0,0
278,1787212237.91,-5.689,3.421,-2.033,0.011,1,0,0
279,1787212238.91,-5.694,3.412,-1.951,0.009,1,0,0
280,1787212239.91,-5.699,3.396,-1.841,0.079,0,0,0
281,1787212240.91,-5.725,3.203,-1.666,0.260,0,0,0
282,1787212241.91,-5.754,2.945,-1.650,0.261,0,160,0
283,1787212242.91,-5.757,2.672,-1.565,0.261,0,149,0
284,1787212243.91,-5.781,2.415,-1.743,0.260,0,163,0
285,1787212244.91,-5.808,2.151,-1.572,0.259,0,0,0
