x,y
0.0000,0.0000
0.6430,-0.0196
0.7872,-0.0248
0.5482,-0.0215
0.3449,-0.1209
0.3513,-0.1645
0.3001,-0.0816
0.4181,-0.2764
-1.3509,-0.3371
-3.5023,-0.3385
-4.3770,-0.3455
-5.6161,-1.8575
-5.5745,-1.9618
-5.5130,-1.8842
-5.5370,-1.8238
-5.7075,-0.8216
-4.2870,-0.4692
-4.4191,-0.5266
-4.5109,-0.6202
-4.5656,-0.5929
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
-4.6120,-0.6070
