t,id,range_m,side_px,reproj_px,cam_x,cam_y,cam_z,map_x,map_y,map_z
140.025,0,1.8363,70.41,0.076,1.6695,0.7586,-0.0956,3.0876,1.9723,0.1044
140.331,0,1.8080,62.88,0.112,1.7642,0.3838,-0.0954,3.1093,1.9468,0.1046
140.693,0,1.8241,62.88,0.095,1.7933,-0.3199,-0.0953,3.1307,1.9833,0.1047
146.009,9,2.7139,46.88,0.286,2.4447,1.1746,-0.0960,1.1083,-2.4873,0.1040
146.313,9,2.5626,49.18,0.176,2.3112,1.1028,-0.0941,1.1484,-2.4272,0.1059
148.672,9,2.0761,61.20,0.199,1.8791,0.8776,-0.0952,1.0980,-2.4527,0.1048
149.002,9,2.0117,61.22,0.126,1.8791,0.7120,-0.0952,1.0992,-2.4473,0.1048
149.329,9,1.9139,63.28,0.270,1.8271,0.5618,-0.0953,1.1078,-2.4267,0.1047
149.690,9,1.8325,65.35,0.226,1.7750,0.4452,-0.0955,1.1049,-2.4363,0.1045
150.018,9,1.7404,68.13,0.242,1.7018,0.3518,-0.0957,1.1046,-2.4363,0.1043
150.334,9,1.6522,71.72,0.161,1.6247,0.2844,-0.0959,1.1053,-2.4354,0.1041
150.693,9,1.5724,75.94,0.185,1.5483,0.2569,-0.0960,1.1023,-2.4408,0.1040
151.018,9,1.4975,80.24,0.262,1.4726,0.2541,-0.0962,1.0960,-2.4548,0.1038
151.336,9,1.4147,85.71,0.427,1.3882,0.2551,-0.0964,1.0960,-2.4572,0.1036
151.685,9,1.3344,91.24,0.407,1.3084,0.2440,-0.0966,1.0939,-2.4639,0.1034
152.024,9,1.2510,97.89,0.665,1.2306,0.2032,-0.0968,1.0893,-2.4692,0.1032
152.335,9,1.1626,105.27,0.466,1.1468,0.1650,-0.0970,1.0857,-2.4687,0.1030
152.682,9,1.0728,114.39,0.504,1.0653,0.0808,-0.0972,1.1034,-2.4562,0.1028
153.017,9,0.9883,125.52,0.672,0.9834,-0.0063,-0.0974,1.1015,-2.4599,0.1026
153.333,9,0.8991,141.82,1.096,0.8878,-0.1037,-0.0966,1.1036,-2.4611,0.1034
153.666,9,0.8111,163.39,0.136,0.7779,-0.2079,-0.0974,1.1099,-2.4604,0.1026
154.022,9,0.7322,197.08,0.101,0.6615,-0.2985,-0.0971,1.1233,-2.4624,0.1029
154.342,8,4.1702,29.85,0.067,3.7227,1.8768,-0.0977,3.4501,-5.5783,0.1023
154.699,8,4.1096,29.78,0.068,3.7350,1.7113,-0.0981,3.4628,-5.5941,0.1019
155.026,8,4.0621,29.77,0.049,3.7364,1.5905,-0.0980,3.4872,-5.6255,0.1020
155.349,8,3.8882,30.79,0.069,3.6105,1.4397,-0.0982,3.4465,-5.5452,0.1018
155.701,8,3.8591,30.71,0.068,3.6140,1.3498,-0.0982,3.4769,-5.5942,0.1018
156.029,8,3.7667,31.82,0.305,3.5565,1.2368,-0.0977,3.4744,-5.5830,0.1023
156.343,8,3.6591,31.78,0.099,3.4919,1.0892,-0.0979,3.4027,-5.5555,0.1021
157.026,8,3.4841,32.86,0.085,3.3829,0.8275,-0.0978,3.3963,-5.5584,0.1022
157.347,8,3.3814,33.81,0.141,3.2831,0.8033,-0.0980,3.3912,-5.5441,0.1020
157.703,8,3.3121,34.87,0.113,3.1814,0.9160,-0.0976,3.4195,-5.5457,0.1024
158.022,8,3.1975,36.89,0.104,3.0070,1.0828,-0.0976,3.3997,-5.5110,0.1024
158.353,8,3.1621,38.91,0.271,2.8959,1.2661,-0.0976,3.4205,-5.5448,0.1024
158.692,8,3.0704,40.88,0.166,2.7392,1.3836,-0.0978,3.4129,-5.5288,0.1022
159.034,8,2.9910,41.88,0.065,2.6478,1.3878,-0.0979,3.4172,-5.5255,0.1021
216.620,5,4.4415,25.65,0.280,4.4259,-0.3585,-0.0972,-3.9260,-4.1687,0.1028
216.943,5,4.3686,25.69,0.113,4.3337,-0.5426,-0.0970,-3.8267,-4.0223,0.1030
217.298,5,4.2644,26.69,0.034,4.1722,-0.8766,-0.0974,-3.7430,-4.0069,0.1026
217.620,5,4.3031,26.76,0.144,4.1835,-1.0028,-0.0976,-3.8437,-3.9791,0.1024
218.291,5,4.0637,29.28,0.080,3.8500,-1.2968,-0.0970,-3.7657,-3.9877,0.1030
218.625,5,3.9350,29.89,0.023,3.7162,-1.2903,-0.0971,-3.7216,-4.0025,0.1029
218.938,5,3.9356,29.88,0.077,3.7291,-1.2543,-0.0973,-3.8043,-3.9915,0.1027
219.283,5,3.7822,30.85,0.020,3.6083,-1.1293,-0.0977,-3.7393,-4.0102,0.1023
219.612,5,3.7031,30.90,0.047,3.6105,-0.8172,-0.0978,-3.7500,-4.0196,0.1022
219.930,5,3.6558,30.78,0.071,3.6046,-0.6018,-0.0973,-3.7857,-3.9874,0.1027
220.280,5,3.5341,31.87,0.038,3.4951,-0.5143,-0.0978,-3.7531,-3.9982,0.1022
220.611,5,3.4521,32.89,0.182,3.4250,-0.4206,-0.0974,-3.7620,-4.0590,0.1026
220.931,5,3.3079,34.33,0.251,3.2988,-0.2245,-0.0974,-3.7118,-4.0738,0.1026
221.275,5,3.2763,33.88,0.115,3.2741,-0.0716,-0.0974,-3.7685,-4.0659,0.1026
221.604,5,3.1829,34.88,0.172,3.1810,0.0467,-0.0975,-3.7641,-4.0747,0.1025
221.932,5,3.0508,36.94,0.063,3.0463,0.1344,-0.0976,-3.7266,-4.0826,0.1024
222.278,5,2.9752,37.89,0.011,2.9671,0.1967,-0.0977,-3.7402,-4.0827,0.1023
222.601,5,2.9039,38.89,0.005,2.8887,0.2801,-0.0977,-3.7585,-4.0811,0.1023
222.932,5,2.8475,39.88,0.057,2.8165,0.4074,-0.0977,-3.7936,-4.0818,0.1023
223.275,5,2.7467,41.88,0.106,2.6812,0.5883,-0.0979,-3.7791,-4.0854,0.1021
223.604,5,2.6457,44.93,0.072,2.5257,0.7816,-0.0980,-3.7597,-4.0963,0.1020
223.928,5,2.5186,48.93,0.202,2.3184,0.9798,-0.0940,-3.6761,-4.0835,0.1060
224.272,5,2.4656,54.88,0.257,2.1877,1.1333,-0.0943,-3.6837,-4.0490,0.1057
