x,y
0.0000,0.0000
0.5727,-0.0152
0.7790,-0.0117
0.7824,0.0140
0.5468,-0.1647
-0.1545,1.3746
-0.1740,1.6422
-0.1429,1.6276
-0.2064,1.4869
-1.7547,0.6120
-2.8637,0.3862
-3.3392,0.2466
-4.1040,0.0683
-6.3548,-1.1530
-6.3898,-1.2636
-6.3219,-1.2567
-6.2789,-1.1992
-5.5676,-0.4747
-2.9878,-0.4567
-0.3845,-0.4574
1.5872,-0.4618
2.1717,-0.4653
4.7499,-0.7003
5.7730,-1.8244
5.8149,-1.7469
5.8055,-1.7078
5.9591,-0.8928
6.9935,0.3093
7.3487,0.6938
7.0326,1.9012
7.0548,1.9208
8.8805,3.1142
9.1885,4.5545
9.2199,4.5219
9.2549,4.4617
9.2250,4.4001
8.6462,2.4636
7.1571,0.3392
5.8577,-1.7560
7.0632,-4.0732
6.8849,-5.4623
6.8517,-5.3659
6.8525,-5.3729
6.9194,-5.3196
7.2883,-4.3541
6.0476,-2.0890
4.1260,-0.4412
2.1161,0.2291
0.5959,0.2190
-1.8819,0.2993
-4.4693,0.3153
-6.6194,0.7222
-6.8090,0.6786
-6.7738,0.2940
-7.1375,-2.1525
-7.1992,-2.2607
-7.2785,-2.2100
-7.0246,-2.3329
-7.0173,-2.3331
-7.0370,-2.4408
-8.6451,-4.2597
-8.5051,-5.6302
-8.5178,-5.6075
-8.4996,-5.6003
-8.5766,-5.4636
-8.6404,-4.1303
-7.2660,-1.9167
-7.3187,0.0837
-8.0878,1.1329
-7.9448,1.8086
-7.9544,1.7922
-7.9968,3.2055
-8.0078,5.6549
-9.1649,6.4443
-9.1519,6.3971
-9.0358,6.4575
-9.0230,6.4051
-7.9765,4.7798
-9.2084,4.4323
-9.2084,4.4323
-9.2084,4.4323
-9.2084,4.4323
-9.2084,4.4323
-9.2084,4.4323
-9.2084,4.4323
-9.2084,4.4323
-9.2084,4.4323
-9.2084,4.4323
-9.2084,4.4323
-9.2084,4.4323
-9.2084,4.4323
-9.2084,4.4323
-9.2084,4.4323
