t,id,range_m,side_px,reproj_px,cam_x,cam_y,cam_z,map_x,map_y,map_z
222.667,5,4.4736,26.22,0.211,4.3434,1.0697,-0.0627,-6.2886,-8.7134,0.1373
223.994,5,4.3400,26.82,0.098,4.1837,1.1524,-0.0640,-6.4671,-8.7898,0.1360
224.349,5,4.2689,27.18,0.121,4.1528,0.9868,-0.0643,-6.4783,-8.7964,0.1357
224.992,5,4.2284,27.89,0.604,4.2004,0.4811,-0.0658,-6.5781,-8.8959,0.1342
225.338,5,4.1079,27.95,0.264,4.1048,0.1449,-0.0647,-6.5497,-8.8763,0.1353
226.345,5,4.2960,27.21,1.311,4.1894,-0.9494,-0.0612,-6.7814,-9.1716,0.1388
232.659,2,3.7195,33.80,0.036,3.4361,1.4207,-0.0974,-7.8297,-5.6644,0.1026
298.933,7,4.3136,28.16,0.219,4.0330,1.5289,-0.0678,-0.7191,1.4256,0.1322
300.596,7,4.2628,27.88,0.097,4.0527,1.3201,-0.0675,-0.8818,1.4852,0.1325
300.889,7,4.3400,28.85,0.264,3.9332,1.8332,-0.0696,-0.8451,1.5365,0.1304
341.565,5,4.4567,25.83,0.258,4.4326,0.4576,-0.0641,-6.5402,-8.7563,0.1359
341.880,5,4.3312,26.38,0.207,4.3095,0.4282,-0.0636,-6.5135,-8.7302,0.1364
342.888,5,4.4692,25.21,1.091,4.4626,0.2295,-0.0795,-6.7579,-9.0091,0.1205
343.175,5,4.1046,27.96,0.263,4.1039,0.0412,-0.0647,-6.5713,-8.8049,0.1353
343.555,5,4.1282,27.94,0.329,4.1232,-0.1930,-0.0646,-6.6479,-8.8863,0.1354
350.198,5,4.4055,27.42,0.583,4.2675,-1.0888,-0.1028,-7.9467,-10.2727,0.0972
350.542,5,4.4284,27.08,0.514,4.2986,-1.0595,-0.1029,-8.0279,-10.3510,0.0971
350.892,5,4.2407,28.37,0.580,4.1191,-1.0030,-0.1023,-7.9559,-10.2859,0.0977
351.192,5,4.2341,28.69,0.802,4.1089,-1.0169,-0.1018,-8.0265,-10.3212,0.0982
351.551,5,4.0831,29.48,0.643,3.9610,-0.9861,-0.1018,-7.9768,-10.2793,0.0982
