frame,t,x,y,yaw,speed,stalled,footprint_max_cost,footprint_blocked
333,1787215610.10,6.111,-5.783,2.519,0.010,1,253,1
334,1787215611.10,6.106,-5.778,2.434,0.008,1,253,1
335,1787215612.10,6.102,-5.775,2.375,0.001,1,253,1
336,1787215613.10,6.098,-5.771,2.312,0.004,1,253,1
337,1787215614.10,6.096,-5.769,2.255,0.003,1,253,1
338,1787215615.10,6.094,-5.767,2.202,0.002,1,253,1
339,1787215616.10,6.093,-5.765,2.149,0.001,1,253,1
340,1787215617.10,6.093,-5.765,2.099,0.000,1,253,1
341,1787215618.10,6.093,-5.764,2.049,0.000,1,253,1
342,1787215619.10,6.093,-5.764,1.998,0.001,1,253,1
343,1787215620.10,6.092,-5.764,1.948,0.000,1,253,1
344,1787215621.10,6.093,-5.765,1.898,0.001,1,253,1
345,1787215622.10,6.093,-5.764,1.905,0.001,1,253,1
346,1787215623.10,6.092,-5.763,1.955,0.000,1,253,1
347,1787215624.10,6.092,-5.763,2.003,0.001,1,253,1
348,1787215625.10,6.092,-5.763,2.054,0.001,1,253,1
349,1787215626.10,6.092,-5.764,2.102,0.000,1,253,1
350,1787215627.10,6.093,-5.764,2.152,0.001,1,253,1
351,1787215628.10,6.094,-5.766,2.202,0.002,1,253,1
352,1787215629.10,6.096,-5.769,2.255,0.003,1,253,1
353,1787215630.10,6.099,-5.772,2.310,0.004,1,253,1
354,1787215631.10,6.103,-5.776,2.379,0.007,1,253,1
355,1787215632.10,6.104,-5.777,2.408,0.005,1,253,1
356,1787215633.10,6.100,-5.773,2.340,0.006,1,253,1
357,1787215634.10,6.097,-5.770,2.284,0.004,1,253,1
358,1787215635.10,6.095,-5.767,2.228,0.003,1,253,1
359,1787215636.10,6.094,-5.766,2.193,0.002,1,253,1
360,1787215637.10,6.096,-5.768,2.246,0.003,1,253,1
361,1787215638.10,6.098,-5.771,2.301,0.004,1,253,1
362,1787215639.10,6.102,-5.775,2.369,0.007,1,253,1
363,1787215640.10,6.108,-5.780,2.451,0.009,1,253,1
364,1787215641.10,6.115,-5.786,2.537,0.011,1,253,1
365,1787215642.10,6.125,-5.792,2.629,0.013,1,253,1
366,1787215643.10,6.137,-5.798,2.726,0.015,1,253,1
367,1787215644.10,6.147,-5.802,2.832,0.016,1,253,1
368,1787215645.10,6.132,-5.798,2.934,0.014,1,253,1
369,1787215646.10,6.120,-5.796,3.029,0.012,1,253,1
370,1787215647.10,6.109,-5.795,3.118,0.010,1,253,1
371,1787215648.10,6.102,-5.796,-3.084,0.006,1,253,1
372,1787215649.10,6.095,-5.796,-3.024,0.005,1,253,1
373,1787215650.10,6.090,-5.797,-2.967,0.004,1,253,1
374,1787215651.10,6.086,-5.798,-2.913,0.003,1,253,1
375,1787215652.10,6.083,-5.798,-2.860,0.002,1,253,1
376,1787215653.10,6.118,-5.788,-2.848,0.060,0,253,1
377,1787215654.10,6.193,-5.765,-2.848,0.080,0,253,1
378,1787215655.10,6.269,-5.742,-2.848,0.080,0,198,0
379,1787215656.10,6.342,-5.720,-2.849,0.043,0,0,0
380,1787215657.10,6.350,-5.718,-2.920,0.004,1,0,0
381,1787215658.10,6.356,-5.717,-2.995,0.006,1,0,0
382,1787215659.10,6.363,-5.716,-3.075,0.008,1,0,0
383,1787215660.10,6.371,-5.716,3.124,0.010,1,0,0
384,1787215661.10,6.384,-5.717,3.035,0.012,1,0,0
385,1787215662.10,6.397,-5.719,2.939,0.014,1,0,0
386,1787215663.10,6.412,-5.722,2.837,0.016,1,0,0
387,1787215664.10,6.409,-5.721,2.731,0.015,1,0,0
388,1787215665.10,6.397,-5.715,2.632,0.013,1,0,0
389,1787215666.10,6.387,-5.708,2.538,0.011,1,0,0
390,1787215667.10,6.380,-5.704,2.450,0.009,1,0,0
391,1787215668.10,6.374,-5.698,2.367,0.007,1,155,0
392,1787215669.10,6.370,-5.693,2.289,0.005,1,155,0
393,1787215670.10,6.367,-5.690,2.214,0.003,1,149,0
394,1787215671.10,6.365,-5.688,2.144,0.002,1,149,0
395,1787215672.10,6.365,-5.687,2.078,0.000,1,0,0
396,1787215673.10,6.365,-5.687,2.011,0.000,1,0,0
397,1787215674.10,6.337,-5.600,1.796,0.213,0,0,0
398,1787215675.10,6.290,-5.343,1.722,0.259,0,0,0
399,1787215676.10,6.245,-5.080,1.765,0.262,0,0,0
400,1787215677.10,6.178,-4.816,1.812,0.259,0,0,0
401,1787215678.10,6.126,-4.555,1.775,0.263,0,0,0
402,1787215679.10,6.062,-4.291,1.797,0.258,0,0,0
403,1787215680.10,6.005,-4.027,1.801,0.262,0,0,0
404,1787215681.10,5.939,-3.767,1.806,0.258,0,0,0
405,1787215682.10,5.881,-3.505,1.803,0.262,0,0,0
406,1787215683.10,5.810,-3.244,1.846,0.260,0,0,0
407,1787215684.10,5.746,-2.981,1.813,0.262,0,0,0
408,1787215685.10,5.676,-2.725,1.853,0.260,0,151,0
409,1787215686.10,5.612,-2.475,1.822,0.261,0,155,0
410,1787215687.10,5.543,-2.215,1.833,0.260,0,149,0
411,1787215688.10,5.475,-1.961,1.838,0.261,0,0,0
412,1787215689.10,5.401,-1.708,1.887,0.261,0,247,0
413,1787215690.10,5.311,-1.466,1.992,0.260,0,253,1
414,1787215691.10,5.167,-1.232,2.265,0.268,0,253,1
415,1787215692.10,4.968,-1.036,2.395,0.262,0,216,0
416,1787215693.10,4.763,-0.863,2.513,0.260,0,0,0
417,1787215694.10,4.565,-0.692,2.319,0.257,0,0,0
418,1787215695.10,4.386,-0.512,2.458,0.263,0,0,0
419,1787215696.10,4.176,-0.353,2.459,0.261,0,0,0
420,1787215697.10,3.972,-0.179,2.397,0.262,0,0,0
421,1787215698.10,3.787,-0.014,2.529,0.262,0,0,0
422,1787215699.10,3.611,0.080,2.689,0.083,0,0,0
423,1787215700.10,3.526,0.137,2.412,0.202,0,0,0
424,1787215701.10,3.372,0.319,2.225,0.231,0,0,0
425,1787215702.10,3.263,0.443,2.363,0.051,0,0,0
426,1787215703.10,3.263,0.444,2.446,0.009,1,0,0
427,1787215704.10,3.271,0.438,2.534,0.011,1,0,0
428,1787215705.10,3.193,0.474,2.792,0.204,0,0,0
429,1787215706.10,2.995,0.542,2.771,0.110,0,0,0
430,1787215707.10,2.966,0.554,2.671,0.014,1,0,0
431,1787215708.10,2.892,0.606,2.445,0.195,0,0,0
