x,y
0.0000,0.0000
0.6093,0.0034
0.7996,0.0052
0.8725,0.0430
0.7947,0.0632
0.7745,-0.1594
-0.0710,0.8346
-0.2405,1.2136
-0.2445,1.1998
-0.2312,1.1182
0.2644,0.6240
2.7644,0.0866
4.5880,-0.3345
5.6866,-1.4556
5.6508,-1.4411
5.7110,-1.3284
6.0300,-0.6719
6.0305,-0.7242
6.2562,-0.4037
6.4041,-0.1881
6.4485,-0.3090
6.4580,-0.3119
6.4594,-0.3127
6.4391,-0.2902
7.2059,0.8091
7.3484,2.4600
8.2062,3.0323
8.9974,5.1624
8.9255,5.4949
8.9202,5.4080
8.9037,5.3418
9.0539,5.5574
9.0726,4.4174
8.1566,2.0079
6.6097,-0.0870
6.4914,-0.2486
6.5321,0.0160
5.5460,-1.2839
5.4661,-1.4928
6.5558,-2.9819
7.2126,-5.1510
7.0527,-5.2105
7.0577,-5.1262
7.1086,-5.1433
7.1241,-5.0946
7.4215,-3.9594
6.0273,-1.7579
4.0315,-0.2051
1.7120,0.0557
-0.8743,0.0442
-3.4757,0.0003
-5.9449,-0.8103
-6.1604,-1.9059
-7.0763,-2.8570
-7.1264,-2.8010
-7.0896,-2.7442
-6.5875,-1.2737
-8.0240,0.7844
-8.0807,1.7904
-8.0823,1.7424
-8.0426,1.7057
-8.0638,1.7003
-8.0155,1.7155
-8.1076,1.7229
-9.1206,2.7679
-10.6817,4.7528
-10.6324,5.5078
-10.5597,5.4544
-10.6069,5.4076
-10.5819,4.3412
-9.1666,2.1680
-7.5824,0.1020
-6.6029,-2.1383
-6.1047,-4.6712
-7.3953,-5.9414
-8.4919,-4.3689
-7.0447,-2.2383
-5.2279,-0.4864
-3.2521,-0.0074
-1.0952,0.6156
-0.5026,1.5073
-0.3855,1.3840
-0.4303,1.2258
-2.7273,0.6151
-5.3371,0.5737
-7.9159,0.6678
-8.1255,3.0967
-8.0590,4.4616
-8.0891,4.4512
-8.0181,4.3029
-8.0193,4.2325
-8.0913,1.6051
-6.4442,0.5728
