x,y
0.0000,0.0000
0.4363,0.0158
0.6662,0.0297
0.4801,0.0239
0.4807,0.0746
0.3912,0.0948
-0.2594,1.5772
-0.1471,1.9940
-0.1947,1.9690
-0.2413,1.8857
-0.2621,1.5844
0.4115,0.5957
0.0797,0.5414
2.3847,0.3442
2.6279,0.2534
2.5833,0.2140
2.5047,0.2359
1.0790,0.3345
-1.4887,0.2961
-4.0115,-0.3058
-6.2831,-1.3909
-6.3849,-1.6074
-6.3720,-1.6286
-6.4795,-1.5203
-6.5159,-1.4314
-5.7255,-0.9498
-3.5887,-0.8249
-1.0213,-0.7298
1.5455,-0.5832
3.5854,-0.5136
5.7489,-1.3648
5.9984,-1.7304
6.0572,-1.7429
6.0319,-1.6897
5.8406,-4.1095
5.8776,-4.5831
5.8939,-4.4961
5.7276,-4.5273
5.6744,-4.5765
5.6145,-2.5080
6.1779,-0.0367
7.1352,2.1894
7.2846,2.7030
8.6694,4.6261
8.3746,6.0725
8.3478,6.0532
8.3429,6.0518
8.4089,5.9562
8.6080,5.6815
8.3087,3.1162
6.9368,1.0192
4.3485,0.8088
1.7527,0.6898
-0.7608,0.4797
-3.2603,0.4275
-5.8286,0.3032
-6.1831,0.2138
-6.2404,-0.7569
-6.7250,-2.2629
-6.7108,-2.2233
-6.6893,-2.2652
-6.5856,-2.1952
-6.5857,-2.2482
-6.5962,-2.2258
-7.0536,-2.9372
-7.9473,-4.3101
-7.9245,-4.2863
-7.9502,-4.2794
-7.9137,-4.1352
-7.8536,-4.2525
-7.7368,-4.3541
-8.3750,-5.4159
-7.3166,-6.2799
-7.3338,-6.2453
-7.4666,-6.3133
-7.4235,-6.2938
-8.2753,-4.7698
-7.1121,-2.4561
-6.5938,-1.6703
-8.0970,0.3468
-8.3163,0.6960
-7.1676,1.4503
-7.1907,1.4885
-7.4893,2.8915
-7.6291,3.2725
-9.2909,3.2703
-11.0327,4.6070
-10.9856,4.9697
-10.9516,4.8790
-10.9473,4.8122
-10.9718,4.8673
-10.0963,2.7140
-8.4723,0.6802
-6.7210,-1.2477
-6.3482,-3.7490
-5.8522,-5.0019
-5.8752,-4.9963
-5.8169,-4.8345
-5.8490,-4.5508
-5.9649,-1.9981
-4.5475,-0.8321
-2.0811,-0.7722
0.5181,-0.6503
2.9957,-0.5497
5.3674,-0.7971
6.8049,-2.9792
7.4252,-3.8209
7.4230,-3.7760
7.4242,-3.6869
7.4102,-3.7334
7.3492,-3.6581
