x,y
0.0000,0.0000
0.4358,0.0130
0.6137,0.0160
0.6935,0.0667
0.6324,0.0792
-0.2397,0.9069
-0.2489,1.3737
-0.2740,1.3383
-0.3548,1.2708
-2.2898,0.3451
-4.0498,-0.1416
-3.8858,-0.1117
-6.2189,-1.1305
-6.3079,-1.3431
-6.3623,-1.3392
-6.3402,-1.3309
-6.3722,-1.2049
-6.3917,-1.2007
-6.3847,-1.2203
-6.0476,-0.9009
-3.5201,-0.6463
-0.9628,-0.6463
1.5608,-0.6072
2.2058,-0.5937
4.1657,-0.5961
4.9899,-0.7092
4.6378,-1.6746
4.4976,-1.8308
4.5524,-1.8166
5.1973,-2.3766
5.2925,-2.4546
5.3160,-2.3637
5.2648,-2.1990
6.0179,0.1158
6.1091,0.2761
6.1011,0.2981
5.9704,0.2270
5.5608,-0.5345
5.4429,-0.6812
5.4594,-0.7263
5.4406,-0.7177
5.5991,-0.6487
6.8933,0.9571
7.2758,2.0143
8.3634,4.1820
8.2432,5.7482
8.3978,5.6525
8.4224,5.6014
8.5043,5.3265
7.9765,2.8573
6.5878,0.6440
5.3228,-1.4881
5.4026,-1.7572
5.4156,-1.7547
5.2956,-1.6131
4.4159,-0.6104
2.2205,-0.5468
-0.3160,-0.5480
-2.8582,-0.5450
-5.4219,-0.6118
-6.2066,-1.8591
-7.0672,-2.8741
-7.0604,-2.8499
-6.9632,-2.8542
-6.8689,-2.8977
-6.9044,-2.7353
-6.9059,-2.8154
-7.5657,-3.4480
-8.6443,-5.5570
-8.5152,-5.7913
-8.4846,-5.7691
-8.4930,-5.7871
-8.5610,-4.6431
-7.3755,-2.3252
-7.1583,-0.2966
-8.1923,0.7890
-8.1132,1.3562
-8.1743,3.1049
-8.2339,3.4149
-8.6923,3.3762
-10.7574,4.5906
-10.7913,5.0726
-10.7893,5.0791
-10.7410,4.9903
-10.7518,4.9278
-10.7542,4.9303
-10.7570,4.9371
-10.1127,3.3247
-8.4956,1.2887
-6.3350,0.4579
-3.7662,0.4537
-1.1892,0.4505
1.3221,0.3673
3.4617,-0.2475
5.3235,-1.8456
6.8015,-3.9914
6.4467,-5.2139
6.5679,-5.1664
6.6933,-4.9713
6.7420,-4.9782
6.8113,-4.9777
6.8152,-4.9094
6.8240,-4.8297
6.4539,-3.1823
4.9603,-1.0586
2.7307,0.0495
0.7838,0.4321
-0.2869,0.9017
-0.8542,1.5310
-0.7175,1.4366
-0.7467,1.3245
-0.7438,1.3194
-1.5702,0.5216
-4.0565,-0.1354
-6.2049,-1.3178
-6.2038,-3.9098
-6.0392,-4.8436
