frame,t,x,y,yaw,speed,stalled,footprint_max_cost,footprint_blocked
0,1787214247.00,0.000,0.000,0.010,0.000,1,0,0
1,1787214248.00,0.000,0.000,0.010,0.000,1,0,0
2,1787214249.00,0.000,0.000,0.011,0.000,1,0,0
3,1787214250.00,0.000,0.000,0.011,0.000,1,0,0
4,1787214251.00,0.000,0.000,0.012,0.000,1,0,0
5,1787214252.00,0.000,0.000,0.011,0.000,1,0,0
6,1787214253.00,0.106,0.001,0.011,0.120,0,0,0
7,1787214254.00,0.232,0.002,0.011,0.120,0,0,0
8,1787214255.00,0.355,0.004,0.011,0.120,0,0,0
9,1787214256.00,0.482,0.005,0.011,0.120,0,0,0
10,1787214257.00,0.607,0.007,0.011,0.120,0,0,0
11,1787214258.00,0.725,0.008,0.012,0.120,0,0,0
12,1787214259.00,0.850,0.009,0.012,0.120,0,0,0
13,1787214260.00,0.969,0.011,0.012,0.120,0,0,0
14,1787214261.00,1.090,0.012,0.012,0.120,0,0,0
15,1787214262.00,1.214,0.014,0.012,0.120,0,0,0
16,1787214263.00,1.261,0.014,0.012,0.000,1,0,0
17,1787214264.00,1.261,0.014,0.013,0.000,1,0,0
18,1787214265.00,1.261,0.014,0.013,0.000,1,0,0
19,1787214266.00,1.261,0.014,0.012,0.000,1,0,0
20,1787214267.00,1.261,0.014,0.012,0.000,1,0,0
21,1787214268.00,1.261,0.014,0.012,0.000,1,0,0
22,1787214269.00,1.261,0.014,0.012,0.000,1,0,0
23,1787214270.00,1.261,0.014,0.012,0.000,1,0,0
24,1787214271.00,1.264,0.014,0.045,0.014,1,0,0
25,1787214272.00,1.276,0.016,0.147,0.014,1,0,0
26,1787214273.00,1.289,0.018,0.242,0.012,1,0,0
27,1787214274.00,1.298,0.021,0.330,0.010,1,0,0
28,1787214275.00,1.306,0.024,0.414,0.008,1,0,0
29,1787214276.00,1.313,0.027,0.493,0.006,1,0,0
30,1787214277.00,1.317,0.030,0.569,0.004,1,0,0
31,1787214278.00,1.321,0.032,0.640,0.002,1,0,0
32,1787214279.00,1.322,0.033,0.707,0.001,1,0,0
33,1787214280.00,1.321,0.032,0.773,0.001,1,0,0
34,1787214281.00,1.321,0.032,0.840,0.001,1,0,0
35,1787214282.00,1.320,0.031,0.906,0.001,1,0,0
36,1787214283.00,1.319,0.030,0.972,0.003,1,0,0
37,1787214284.00,1.317,0.027,1.044,0.005,1,0,0
38,1787214285.00,1.315,0.022,1.120,0.007,1,0,0
39,1787214286.00,1.312,0.016,1.200,0.008,1,0,0
40,1787214287.00,1.309,0.008,1.285,0.010,1,0,0
41,1787214288.00,1.307,-0.002,1.376,0.012,1,0,0
42,1787214289.00,1.305,-0.016,1.471,0.014,1,0,0
43,1787214290.00,1.304,-0.030,1.575,0.016,1,0,0
44,1787214291.00,1.303,-0.018,1.680,0.014,1,0,0
45,1787214292.00,1.301,-0.003,1.778,0.012,1,0,0
46,1787214293.00,1.298,0.008,1.869,0.011,1,0,0
47,1787214294.00,1.295,0.018,1.955,0.009,1,0,0
48,1787214295.00,1.284,0.041,2.081,0.104,0,0,0
49,1787214296.00,1.155,0.211,2.314,0.259,0,0,0
50,1787214297.00,0.962,0.392,2.407,0.261,0,0,0
51,1787214298.00,0.769,0.574,2.443,0.260,0,236,0
52,1787214299.00,0.557,0.724,2.543,0.232,0,236,0
53,1787214300.00,0.422,0.839,2.285,0.058,0,223,0
54,1787214301.00,0.416,0.846,2.213,0.002,1,216,0
55,1787214302.00,0.418,0.843,2.142,0.004,1,209,0
56,1787214303.00,0.420,0.839,2.066,0.006,1,216,0
57,1787214304.00,0.421,0.838,1.975,0.058,0,216,0
58,1787214305.00,0.378,0.991,1.790,0.260,0,253,1
59,1787214306.00,0.330,1.226,1.688,0.137,0,223,0
60,1787214307.00,0.324,1.280,1.761,0.000,1,202,0
61,1787214308.00,0.324,1.277,1.762,0.050,0,202,0
62,1787214309.00,0.338,1.204,1.762,0.080,0,223,0
63,1787214310.00,0.354,1.124,1.763,0.080,0,226,0
64,1787214311.00,0.369,1.046,1.762,0.080,0,222,0
65,1787214312.00,0.376,1.009,1.811,0.012,1,245,0
66,1787214313.00,0.373,1.018,1.901,0.010,1,226,0
