frame,t,x,y,yaw,speed,stalled,footprint_max_cost,footprint_blocked
289,1787209809.52,-4.271,0.186,-0.424,0.007,1,0,0
290,1787209810.52,-4.271,0.179,-0.502,0.005,1,0,0
291,1787209811.52,-4.270,0.175,-0.574,0.004,1,0,0
292,1787209812.52,-4.270,0.172,-0.643,0.002,1,0,0
293,1787209813.52,-4.270,0.171,-0.710,0.000,1,0,0
294,1787209814.52,-4.270,0.171,-0.776,0.000,1,0,0
295,1787209815.52,-4.269,0.171,-0.843,0.000,1,0,0
296,1787209816.52,-4.270,0.171,-0.909,0.001,1,0,0
297,1787209817.52,-4.272,0.171,-0.979,0.003,1,0,0
298,1787209818.52,-4.276,0.171,-1.052,0.005,1,0,0
299,1787209819.52,-4.282,0.171,-1.129,0.007,1,0,0
300,1787209820.52,-4.290,0.171,-1.210,0.009,1,0,0
301,1787209821.52,-4.300,0.134,-1.401,0.137,0,0,0
302,1787209822.52,-4.312,0.072,-1.535,0.113,0,0,0
303,1787209823.52,-4.279,-0.088,-1.081,0.174,0,0,0
304,1787209824.52,-4.175,-0.245,-0.809,0.193,0,0,0
305,1787209825.52,-4.041,-0.363,-0.660,0.180,0,0,0
306,1787209826.52,-3.888,-0.471,-0.574,0.193,0,0,0
307,1787209827.52,-3.701,-0.560,-0.300,0.263,0,0,0
308,1787209828.52,-3.518,-0.614,-0.296,0.209,0,0,0
309,1787209829.52,-3.294,-0.702,-0.558,0.257,0,0,0
310,1787209830.52,-3.069,-0.833,-0.427,0.263,0,0,0
311,1787209831.52,-2.834,-0.944,-0.529,0.258,0,0,0
312,1787209832.52,-2.610,-1.075,-0.473,0.260,0,0,0
313,1787209833.52,-2.377,-1.192,-0.489,0.260,0,0,0
314,1787209834.52,-2.147,-1.313,-0.495,0.261,0,0,0
315,1787209835.52,-1.919,-1.442,-0.534,0.260,0,0,0
316,1787209836.52,-1.694,-1.572,-0.531,0.261,0,0,0
317,1787209837.52,-1.468,-1.700,-0.513,0.261,0,0,0
318,1787209838.52,-1.244,-1.835,-0.568,0.262,0,0,0
319,1787209839.52,-1.024,-1.972,-0.535,0.260,0,0,0
320,1787209840.52,-0.804,-2.114,-0.594,0.261,0,0,0
321,1787209841.52,-0.585,-2.253,-0.542,0.260,0,0,0
322,1787209842.52,-0.367,-2.397,-0.615,0.261,0,0,0
323,1787209843.52,-0.155,-2.536,-0.456,0.265,0,0,0
324,1787209844.52,0.086,-2.643,-0.428,0.260,0,0,0
325,1787209845.52,0.308,-2.772,-0.585,0.260,0,0,0
326,1787209846.52,0.528,-2.909,-0.488,0.260,0,0,0
327,1787209847.52,0.757,-3.036,-0.537,0.263,0,0,0
328,1787209848.52,0.977,-3.175,-0.525,0.258,0,0,0
329,1787209849.52,1.201,-3.310,-0.578,0.263,0,253,1
330,1787209850.52,1.413,-3.464,-0.659,0.261,0,254,1
331,1787209851.52,1.609,-3.634,-0.735,0.260,0,254,1
332,1787209852.52,1.788,-3.775,-0.393,0.215,0,254,1
333,1787209853.52,1.980,-3.854,0.179,0.256,0,253,1
334,1787209854.52,2.192,-3.813,0.632,0.168,0,253,1
335,1787209855.52,2.356,-3.637,0.957,0.262,0,248,0
336,1787209856.52,2.491,-3.409,1.168,0.264,0,219,0
337,1787209857.52,2.585,-3.166,1.262,0.260,0,236,0
338,1787209858.52,2.656,-2.916,1.301,0.259,0,253,1
339,1787209859.52,2.739,-2.668,1.227,0.260,0,253,1
340,1787209860.52,2.841,-2.427,1.160,0.259,0,253,1
341,1787209861.52,2.941,-2.187,1.177,0.259,0,253,1
342,1787209862.52,3.021,-1.940,1.289,0.261,0,253,1
343,1787209863.52,3.117,-1.703,1.040,0.258,0,253,1
344,1787209864.52,3.238,-1.473,1.169,0.260,0,253,1
345,1787209865.52,3.324,-1.226,1.254,0.261,0,253,1
346,1787209866.52,3.426,-0.986,1.104,0.262,0,253,1
347,1787209867.52,3.543,-0.753,1.093,0.262,0,253,1
348,1787209868.52,3.676,-0.527,1.019,0.261,0,253,1
349,1787209869.52,3.819,-0.309,0.932,0.261,0,253,1
350,1787209870.52,3.993,-0.116,0.766,0.260,0,165,0
351,1787209871.52,4.170,0.067,0.933,0.216,0,0,0
352,1787209872.52,4.230,0.142,1.178,0.000,1,0,0
353,1787209873.52,4.222,0.141,1.262,0.010,1,0,0
354,1787209874.52,4.211,0.141,1.351,0.012,1,0,0
355,1787209875.52,4.197,0.153,1.479,0.078,0,0,0
356,1787209876.52,4.166,0.345,1.667,0.260,0,0,0
357,1787209877.52,4.142,0.603,1.770,0.258,0,151,0
358,1787209878.52,4.084,0.850,2.000,0.250,0,253,1
359,1787209879.52,3.964,1.078,2.131,0.263,0,254,1
360,1787209880.52,3.803,1.283,2.366,0.259,0,253,1
361,1787209881.52,3.630,1.423,2.558,0.150,0,216,0
362,1787209882.52,3.591,1.449,2.565,0.047,0,173,0
363,1787209883.52,3.641,1.416,2.565,0.060,0,216,0
364,1787209884.52,3.691,1.384,2.565,0.060,0,253,1
365,1787209885.52,3.745,1.349,2.565,0.080,0,253,1
366,1787209886.52,3.812,1.306,2.565,0.080,0,253,1
367,1787209887.52,3.830,1.295,2.512,0.002,1,253,1
368,1787209888.52,3.830,1.296,2.444,0.000,1,253,1
369,1787209889.52,3.829,1.296,2.378,0.001,1,253,1
370,1787209890.52,3.793,1.332,2.403,0.158,0,253,1
371,1787209891.52,3.632,1.456,2.599,0.105,0,198,0
372,1787209892.52,3.608,1.471,2.602,0.000,1,182,0
373,1787209893.52,3.608,1.471,2.602,0.000,1,182,0
374,1787209894.52,3.608,1.471,2.601,0.001,1,182,0
375,1787209895.52,3.608,1.474,2.547,0.002,1,182,0
376,1787209896.52,3.608,1.476,2.494,0.001,1,173,0
377,1787209897.52,3.608,1.476,2.444,0.000,1,173,0
378,1787209898.52,3.608,1.476,2.395,0.001,1,179,0
379,1787209899.52,3.607,1.476,2.344,0.000,1,181,0
380,1787209900.52,3.607,1.477,2.295,0.000,1,181,0
381,1787209901.52,3.607,1.477,2.245,0.001,1,181,0
382,1787209902.52,3.609,1.476,2.194,0.002,1,181,0
383,1787209903.52,3.611,1.476,2.141,0.003,1,181,0
384,1787209904.52,3.614,1.476,2.086,0.004,1,181,0
385,1787209905.52,3.619,1.476,2.028,0.005,1,181,0
386,1787209906.52,3.624,1.476,1.968,0.006,1,181,0
387,1787209907.52,3.631,1.476,1.902,0.010,1,198,0
388,1787209908.52,3.641,1.476,1.814,0.011,1,206,0
389,1787209909.52,3.654,1.476,1.721,0.013,1,236,0
390,1787209910.52,3.668,1.476,1.620,0.015,1,248,0
391,1787209911.52,3.684,1.476,1.514,0.015,1,253,1
392,1787209912.52,3.698,1.476,1.415,0.013,1,253,1
393,1787209913.52,3.711,1.476,1.321,0.011,1,253,1
394,1787209914.52,3.721,1.476,1.234,0.007,1,253,1
395,1787209915.52,3.727,1.476,1.169,0.006,1,253,1
396,1787209916.52,3.733,1.476,1.109,0.005,1,253,1
397,1787209917.52,3.737,1.476,1.051,0.004,1,253,1
398,1787209918.52,3.740,1.476,0.996,0.003,1,253,1
399,1787209919.52,3.743,1.476,0.943,0.002,1,253,1
400,1787209920.52,3.744,1.477,0.892,0.001,1,253,1
401,1787209921.52,3.744,1.477,0.843,0.000,1,253,1
402,1787209922.52,3.744,1.477,0.793,0.000,1,253,1
403,1787209923.52,3.744,1.477,0.742,0.000,1,253,1
404,1787209924.52,3.744,1.477,0.693,0.000,1,253,1
405,1787209925.52,3.744,1.476,0.643,0.001,1,253,1
406,1787209926.52,3.744,1.474,0.590,0.002,1,253,1
407,1787209927.52,3.744,1.471,0.536,0.003,1,253,1
408,1787209928.52,3.744,1.467,0.479,0.005,1,253,1
409,1787209929.52,3.744,1.462,0.420,0.006,1,253,1
410,1787209930.52,3.744,1.455,0.342,0.009,1,253,1
411,1787209931.52,3.744,1.445,0.257,0.011,1,253,1
412,1787209932.52,3.807,1.426,0.005,0.179,0,254,1
413,1787209933.52,4.053,1.406,0.050,0.260,0,254,1
414,1787209934.52,4.292,1.435,0.210,0.200,0,254,1
415,1787209935.52,4.533,1.459,-0.187,0.256,0,254,1
416,1787209936.52,4.767,1.415,-0.078,0.163,0,254,1
417,1787209937.52,4.815,1.406,0.033,0.009,1,254,1
418,1787209938.52,4.815,1.420,0.134,0.014,1,254,1
419,1787209939.52,4.815,1.432,0.229,0.012,1,254,1
420,1787209940.52,4.816,1.443,0.318,0.010,1,254,1
421,1787209941.52,4.827,1.454,0.429,0.072,0,253,1
422,1787209942.52,5.000,1.540,0.486,0.261,0,253,1
423,1787209943.52,5.153,1.650,0.798,0.177,0,0,0
424,1787209944.52,5.256,1.804,1.279,0.219,0,0,0
425,1787209945.52,5.304,2.043,1.793,0.255,0,0,0
426,1787209946.52,5.243,2.294,1.829,0.260,0,0,0
427,1787209947.52,5.162,2.542,1.884,0.259,0,0,0
428,1787209948.52,5.084,2.790,1.855,0.259,0,0,0
