[INFO] [1787170597.286180709] [sim_realism_odom]: realistic odom: yaw_scale=0.12 linear_scale=0.02 slip=0.01 -> /leo1/odom_wheel_like / TF leo1/odom->leo1/base_link
[INFO] [1787171099.743877735] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171109.743157428] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171119.738991689] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171129.740616953] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171139.739173864] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171149.731758427] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171159.730672851] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171169.732211374] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171179.718625746] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171189.717188825] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171199.717131633] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171209.711116664] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171219.716965513] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171229.717389737] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171239.710921861] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171249.709208130] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171259.710008079] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171269.702368650] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171279.702187680] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171289.702727116] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171299.692672705] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171309.696780974] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171319.696310763] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171329.686046023] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171339.688950769] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171349.686804628] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171359.679584879] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171369.679861831] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171379.682724468] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
[INFO] [1787171389.676139546] [sim_realism_odom]: odom error: pos=6.811 m yaw=-91.8 deg after 37.8 m travelled
