t,id,range_m,side_px,reproj_px,cam_x,cam_y,cam_z,map_x,map_y,map_z
153.671,0,2.8469,42.88,0.114,2.6504,1.0346,-0.0979,3.1159,2.0586,0.1021
154.003,0,2.8662,41.22,0.131,2.7749,0.7110,-0.0978,3.1337,2.0836,0.1022
154.330,0,2.8323,40.22,0.112,2.8056,0.3750,-0.0978,3.1168,2.0609,0.1022
154.667,0,2.8284,39.89,0.096,2.8264,0.0444,-0.0978,3.1181,2.0562,0.1022
174.632,0,2.7386,47.89,0.211,2.4207,1.2771,-0.0959,3.1188,2.0555,0.1041
174.987,0,2.7346,44.80,0.095,2.5597,0.9575,-0.0980,3.1288,2.0646,0.1020
175.317,0,2.7277,42.89,0.043,2.6488,0.6439,-0.0979,3.1274,2.0668,0.1021
175.633,0,2.7335,41.88,0.056,2.7126,0.3234,-0.0978,3.1312,2.0762,0.1022
175.989,0,2.7489,40.88,0.114,2.7471,-0.0264,-0.0978,3.1416,2.0848,0.1022
176.311,0,2.7193,41.90,0.066,2.6869,-0.4069,-0.0978,3.1270,2.0474,0.1022
176.622,0,2.7331,42.57,0.064,2.6267,-0.7485,-0.0979,3.1337,2.0454,0.1021
176.981,0,2.7682,44.88,0.155,2.4967,-1.1916,-0.0980,3.1477,2.0583,0.1020
192.965,0,2.8533,40.35,0.514,2.8423,-0.2304,-0.0969,2.9502,2.1820,0.1031
205.633,9,1.4056,98.13,0.306,1.2279,-0.6771,-0.0968,1.1937,-2.3839,0.1032
207.928,8,4.4318,26.62,0.398,4.2916,1.1016,-0.0997,3.4103,-5.6606,0.1003
208.293,8,4.3273,26.54,0.110,4.1980,1.0450,-0.0995,3.4044,-5.6433,0.1005
208.621,8,4.2122,27.66,0.286,4.0906,0.9997,-0.0986,3.3943,-5.6142,0.1014
208.933,8,4.1663,27.70,0.111,4.0410,1.0095,-0.0990,3.4132,-5.6502,0.1010
209.287,8,4.0029,28.70,0.137,3.8661,1.0328,-0.0984,3.3833,-5.5737,0.1016
209.615,8,3.9771,29.87,0.453,3.8211,1.0986,-0.0976,3.4060,-5.6208,0.1024
209.930,8,3.8926,29.79,0.086,3.7308,1.1063,-0.0978,3.4100,-5.6226,0.1022
210.278,8,3.7750,30.85,0.046,3.6133,1.0886,-0.0980,3.3932,-5.5894,0.1020
210.621,8,3.6601,31.79,0.077,3.4978,1.0732,-0.0983,3.3701,-5.5488,0.1017
211.281,8,3.4962,33.92,0.215,3.3177,1.0986,-0.0974,3.3756,-5.5485,0.1026
211.614,8,3.3952,34.88,0.054,3.1905,1.1569,-0.0975,3.3714,-5.5291,0.1025
211.931,8,3.3381,35.88,0.070,3.0906,1.2577,-0.0976,3.3912,-5.5423,0.1024
212.290,8,3.2566,37.89,0.033,2.9264,1.4255,-0.0977,3.3876,-5.5318,0.1023
213.928,8,2.8493,44.18,0.210,2.5461,1.2754,-0.0980,3.3285,-5.5328,0.1020
214.281,8,2.7830,43.90,0.069,2.5549,1.0991,-0.0979,3.3296,-5.5481,0.1021
214.613,8,2.7559,42.88,0.033,2.6123,0.8725,-0.0979,3.3385,-5.5898,0.1021
214.926,8,2.6849,42.90,0.063,2.6163,0.5951,-0.0979,3.3400,-5.5542,0.1021
215.285,8,2.6485,42.88,0.081,2.6177,0.3910,-0.0979,3.3375,-5.5712,0.1021
215.615,8,2.5802,44.18,0.153,2.5775,0.0650,-0.0979,3.3187,-5.5529,0.1021
215.929,8,2.5692,44.80,0.187,2.5550,-0.2514,-0.0979,3.3385,-5.5618,0.1021
216.286,8,2.5490,45.96,0.269,2.5050,-0.4615,-0.0979,3.3370,-5.5622,0.1021
216.616,8,2.5202,47.88,0.401,2.4272,-0.6717,-0.0959,3.3329,-5.5544,0.1041
216.929,8,2.4751,50.18,0.333,2.3207,-0.8549,-0.0967,3.3340,-5.5034,0.1033
217.282,8,2.4595,49.88,0.093,2.2946,-0.8805,-0.0940,3.3337,-5.4842,0.1060
217.615,8,2.5109,48.88,0.419,2.3852,-0.7784,-0.0967,3.3686,-5.5283,0.1033
217.933,8,2.4916,47.88,0.416,2.4269,-0.5558,-0.0959,3.3685,-5.5125,0.1041
218.282,8,2.4598,47.01,0.181,2.4433,-0.2687,-0.0956,3.3544,-5.4892,0.1044
218.607,8,2.4623,46.33,0.157,2.4595,0.0637,-0.0979,3.3732,-5.4948,0.1021
218.926,8,2.4350,47.88,0.359,2.3919,0.4458,-0.0959,3.3752,-5.4946,0.1041
219.279,8,2.3911,49.90,0.058,2.2454,0.8166,-0.0941,3.3656,-5.4775,0.1059
303.526,9,3.2309,38.89,0.056,2.9301,1.3580,-0.0977,1.1262,-2.4441,0.1023
303.826,9,3.1473,38.17,0.087,2.9957,0.9598,-0.0976,1.1609,-2.4658,0.1024
304.185,9,3.1681,36.89,0.130,3.0982,0.6545,-0.0975,1.1101,-2.4350,0.1025
304.520,9,3.1214,36.87,0.151,3.0983,0.3669,-0.0976,1.1153,-2.4469,0.1024
304.830,9,3.0517,36.87,0.112,3.0485,0.0997,-0.0976,1.1340,-2.4608,0.1024
305.175,9,3.0082,38.29,0.387,3.0016,-0.1727,-0.0976,1.1305,-2.4551,0.1024
305.520,9,2.9212,38.89,0.087,2.8904,-0.4110,-0.0978,1.1484,-2.4694,0.1022
305.834,9,2.8767,39.89,0.044,2.8173,-0.5733,-0.0978,1.1205,-2.4418,0.1022
306.196,9,2.7687,41.89,0.069,2.6812,-0.6835,-0.0979,1.1413,-2.4582,0.1021
306.518,9,2.6832,44.05,0.231,2.5807,-0.7279,-0.0980,1.1413,-2.4631,0.1020
306.826,9,2.6154,44.88,0.074,2.5002,-0.7614,-0.0981,1.1253,-2.4502,0.1019
307.185,9,2.4679,47.90,0.173,2.3410,-0.7755,-0.0939,1.1713,-2.4958,0.1061
307.513,9,2.3960,49.90,0.049,2.2683,-0.7659,-0.0941,1.1575,-2.4916,0.1059
307.830,9,2.3245,51.88,0.055,2.1817,-0.7964,-0.0943,1.1507,-2.4795,0.1057
308.189,9,2.2274,55.13,0.084,2.0538,-0.8568,-0.0946,1.1125,-2.4673,0.1054
308.519,9,2.1712,57.90,0.211,1.9331,-0.9840,-0.0950,1.1041,-2.4522,0.1050
317.496,5,4.4955,29.74,0.141,3.9932,-2.0626,-0.0973,-3.7663,-4.0632,0.1027
317.827,5,4.4969,26.70,0.117,4.1868,-1.6380,-0.0978,-3.8410,-4.0483,0.1022
318.178,5,4.3397,26.85,0.105,4.1626,-1.2232,-0.0975,-3.7749,-4.0617,0.1025
318.508,5,4.2825,26.66,0.046,4.1758,-0.9451,-0.0974,-3.8034,-4.0379,0.1026
318.831,5,4.2298,26.74,0.085,4.1590,-0.7650,-0.0969,-3.8396,-4.0273,0.1031
319.171,5,4.1323,27.85,0.341,4.0802,-0.6470,-0.0974,-3.8289,-4.0298,0.1026
319.498,5,4.0553,27.69,0.065,4.0194,-0.5294,-0.0973,-3.8258,-4.0345,0.1027
319.829,5,3.9857,28.75,0.336,3.9614,-0.4284,-0.0975,-3.8405,-4.0278,0.1025
320.158,5,3.8855,28.80,0.124,3.8542,-0.4820,-0.0969,-3.8215,-4.0159,0.1031
320.490,5,3.7738,29.81,0.055,3.7248,-0.5983,-0.0971,-3.7939,-4.0244,0.1029
320.821,5,3.6445,30.87,0.060,3.5935,-0.6000,-0.0972,-3.7429,-4.0543,0.1028
321.158,5,3.6346,31.28,0.264,3.6312,-0.1256,-0.0972,-3.7446,-4.0866,0.1028
321.490,5,3.6986,30.83,0.093,3.6542,0.5627,-0.0971,-3.8179,-4.0950,0.1029
321.820,5,3.7278,31.86,0.173,3.5548,1.1183,-0.0973,-3.8577,-4.0794,0.1027
322.163,5,3.6720,35.93,0.054,3.3231,1.5594,-0.0973,-3.8203,-4.0917,0.1027
352.120,5,2.0748,59.88,0.145,1.8559,0.9227,-0.0952,-3.7065,-4.0717,0.1048
352.451,5,2.0077,59.88,0.005,1.8672,0.7317,-0.0951,-3.7049,-4.0989,0.1049
