x,y
0.0000,0.0000
0.4296,-0.0097
0.6257,-0.0125
0.3732,-0.0476
0.3786,-0.0523
0.0891,0.3930
-0.2969,1.2417
-0.1567,0.9622
-0.4935,0.8370
-0.5637,0.7834
-0.5294,0.7752
-0.4665,0.7824
0.6461,0.5671
3.0782,-0.0838
5.3443,-1.2545
5.5477,-1.5291
5.5261,-1.5202
5.5860,-1.4773
5.7368,-0.9698
5.8141,-0.8466
7.3624,1.2273
7.6516,1.8890
8.8915,4.0232
8.7746,5.4718
8.8092,5.4526
8.7690,5.4390
8.7886,5.4877
8.7424,3.1986
7.3956,0.9836
5.7476,-0.9685
6.5413,-3.3118
7.2503,-4.7403
7.2317,-4.7036
7.2049,-4.6496
7.2265,-4.5784
7.2379,-4.5855
7.2515,-4.5912
7.1922,-4.6394
7.4735,-4.5294
7.4518,-4.4266
6.4699,-2.8637
4.9265,-0.7723
2.7366,0.0813
1.8891,0.2945
1.9040,0.2932
1.9240,0.4066
2.0658,0.3755
1.9221,0.4514
2.0896,0.4405
1.9873,0.4150
2.2323,0.4753
1.8853,0.5345
1.9126,0.6335
1.8885,0.6246
1.9085,0.6314
1.9007,0.6288
1.8851,0.6206
1.9081,0.6595
1.9560,0.6182
1.9699,0.6030
4.3611,-0.4411
5.1869,-2.4995
5.6059,-4.3081
5.5969,-4.2590
5.6146,-4.1802
5.5430,-3.6609
5.1988,-1.1381
3.1573,-0.1652
1.0081,0.1141
-0.5205,0.0974
-0.4891,0.0676
-0.4162,0.0300
0.3890,0.1126
0.5392,0.0418
0.5392,0.0418
