x,y
0.0000,0.0000
0.5933,-0.0089
0.7767,-0.0108
0.7995,0.0529
0.7437,0.0359
0.1541,0.7556
-0.2247,1.3270
-0.2444,1.3683
-0.1989,1.3484
-0.9994,0.6844
-2.2314,0.3199
-4.7304,-0.1279
-6.1697,-1.8816
-6.2302,-2.3721
-6.2284,-2.3239
-6.2577,-2.1985
-6.2574,-1.4477
-4.8627,-0.5676
-2.9000,-0.6729
-0.3410,-0.6747
2.1029,-0.6726
4.1073,-0.6826
5.0030,-0.8561
4.4113,-1.6542
4.2149,-2.1311
4.5800,-3.5418
4.9627,-4.5893
4.8908,-4.4452
4.8811,-4.4061
4.9210,-4.3932
5.1002,-2.0248
6.2083,0.1156
7.2893,2.2775
8.4008,4.5116
8.4625,4.7067
8.4538,4.6489
8.4703,4.5684
8.2539,3.4020
6.9927,1.5168
5.1053,0.5404
2.5368,0.5363
1.4066,0.5311
1.4522,0.5939
1.4456,0.5937
1.4918,0.7125
1.5608,0.7234
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
1.6605,0.7468
