t,id,range_m,side_px,reproj_px,cam_x,cam_y,cam_z,map_x,map_y,map_z
151.764,2,2.0950,57.88,0.209,1.9802,0.6773,-0.0948,0.0454,2.3206,0.1052
152.083,2,2.1043,53.89,0.028,2.0777,0.3194,-0.0946,0.0655,2.3254,0.1054
152.381,2,2.1042,52.88,0.000,2.0966,-0.1513,-0.0945,0.0966,2.3115,0.1055
152.779,2,2.1292,63.92,0.013,1.9165,-0.9228,-0.0950,0.1148,2.3363,0.1050
179.038,4,4.1778,26.77,0.384,4.1596,-0.3767,-0.1011,-3.3796,-4.1355,0.0989
180.356,4,4.4560,25.47,0.763,4.4204,-0.5540,-0.0945,-3.8152,-4.5101,0.1055
180.669,4,4.3819,28.33,1.650,4.3505,-0.5132,-0.1005,-3.7782,-4.5092,0.0995
186.025,4,4.4481,26.48,0.607,4.3959,-0.6717,-0.1015,-4.0748,-4.7649,0.0985
186.354,4,4.3191,27.34,0.574,4.2679,-0.6547,-0.1032,-4.0452,-4.7457,0.0968
186.679,4,4.1587,28.46,0.608,4.1089,-0.6338,-0.1024,-3.9862,-4.6981,0.0976
187.028,4,4.1434,28.58,0.647,4.0934,-0.6334,-0.1022,-4.0381,-4.7472,0.0978
187.383,4,3.9985,29.57,0.621,3.9531,-0.5921,-0.1022,-3.9938,-4.7058,0.0978
187.663,4,3.8672,31.03,0.729,3.7979,-0.7220,-0.1018,-3.9582,-4.6748,0.0982
188.022,4,3.8292,31.71,0.588,3.6878,-1.0260,-0.1017,-3.9752,-4.6800,0.0983
188.368,4,3.7885,32.80,0.572,3.5635,-1.2821,-0.1014,-3.9924,-4.6994,0.0986
188.687,4,3.8117,34.76,1.793,3.5099,-1.4828,-0.1049,-4.0544,-4.7428,0.0951
189.037,4,3.8269,34.87,1.373,3.4862,-1.5750,-0.1062,-4.1004,-4.7837,0.0938
189.338,4,3.7295,35.90,1.798,3.3939,-1.5426,-0.1046,-4.0434,-4.7096,0.0954
189.681,4,3.4844,35.86,0.100,3.1930,-1.3916,-0.0975,-3.8905,-4.5808,0.1025
190.033,4,3.6218,35.90,1.822,3.3461,-1.3822,-0.1033,-4.0229,-4.6820,0.0967
190.372,4,3.6218,35.90,1.822,3.3461,-1.3822,-0.1033,-4.0222,-4.6829,0.0967
