x,y
0.0000,0.0000
0.3678,0.0107
0.5666,0.0151
0.6134,0.0494
0.5297,0.0667
-0.1973,0.7983
-0.2650,1.7087
-0.3470,1.7496
-0.3651,1.6773
-0.4645,1.3994
-2.6965,0.2766
-5.1815,-0.4757
-6.5194,-1.3595
-6.4539,-1.0939
-6.3708,-1.1190
