x,y
0.0000,0.0000
0.4085,-0.0102
0.5811,-0.0157
0.6690,0.0354
0.5958,0.0610
-0.2529,1.0864
0.2946,2.3174
0.1783,2.3602
0.2114,2.3438
0.1568,2.2120
0.3588,2.3624
0.4468,2.6028
-0.3173,0.8853
1.1629,0.3486
1.4197,0.2804
1.3171,0.2456
1.2482,0.2543
-0.2803,0.2829
-1.8910,0.2538
-4.0216,0.1084
-6.4081,-0.8923
-6.4971,-1.0963
-5.7235,-1.6284
-5.7545,-1.5973
-5.8031,-1.6059
-5.8878,-1.5773
-6.2069,-1.4887
-6.3852,-1.1286
-4.2451,-0.5312
-1.6802,-0.5294
0.9054,-0.5310
3.4865,-0.5397
5.5137,-1.8182
5.6261,-2.0077
5.6694,-1.8924
5.6539,-1.9261
5.6485,-0.9562
6.1778,-0.3221
6.2103,-0.3782
6.4063,-0.0060
7.2041,1.2794
7.5871,1.9977
8.8608,4.0859
8.8247,4.2581
8.8461,4.2450
8.7572,4.1722
8.7964,4.1117
8.8642,3.6794
7.6703,1.3979
6.0189,-0.5916
6.1102,-2.9129
6.9796,-5.1895
6.9757,-5.2155
6.8993,-5.1622
6.9499,-5.1191
6.8416,-3.8160
5.4717,-1.6076
3.4158,-0.3300
1.9773,0.1198
0.1792,0.0664
-1.8641,0.1270
-3.7897,0.2134
-5.8685,0.3575
-7.0550,0.6526
-7.0427,0.6803
-6.9454,-1.5302
-7.6784,-2.6910
-7.7138,-2.6168
-7.5259,-2.6707
-7.4672,-2.7131
-7.5085,-2.7634
-7.4697,-2.8257
-7.1591,-3.3405
-6.5989,-5.6512
-7.7960,-5.7010
-7.7856,-5.7273
-7.7447,-5.6660
-7.6645,-5.6983
-7.6037,-5.7674
-6.3548,-4.3076
-6.5271,-1.7268
-7.8505,0.4824
-8.3966,1.4683
-8.4359,1.5081
-9.1271,2.5642
-8.2844,4.7049
-8.3214,4.7532
-8.3214,4.7532
-8.3214,4.7532
-8.3214,4.7532
-8.3214,4.7532
-8.3214,4.7532
-8.3214,4.7532
-8.3214,4.7532
-8.3214,4.7532
-8.3214,4.7532
-8.3214,4.7532
-8.3214,4.7532
-8.3214,4.7532
