x,y
0.0000,0.0000
0.4382,-0.0070
0.6434,-0.0149
0.4474,-0.0824
0.4283,-0.0748
0.3671,-0.1455
0.1518,0.2306
-0.0315,0.0853
-1.5082,0.0318
-1.5088,0.0405
-1.3897,0.0152
-1.4040,0.0191
-0.5763,0.0462
-0.5689,0.0436
-0.6448,0.0869
-0.5933,0.0933
0.3736,0.0324
1.5934,0.0253
1.5960,0.0271
1.5813,-0.0032
1.5271,0.0539
1.5659,0.0629
1.3315,-0.0345
1.3172,-0.1664
1.5195,-0.1702
1.4735,-0.1415
1.4332,-0.0848
0.2253,0.5712
-0.2537,0.9740
-0.2191,0.9572
-2.0758,0.6217
-4.5123,0.3082
-5.8100,-0.3680
-6.3764,-1.8267
-6.3879,-1.8324
-6.2347,-1.7616
-6.1720,-1.7662
-5.5794,-0.4442
-3.0465,-0.4352
-0.4403,-0.4354
1.0823,-0.4076
1.0356,-0.3827
0.9973,-0.3427
-0.5431,1.1898
-1.8072,1.7531
-1.8150,1.7501
-1.7354,1.7271
-1.6700,1.7323
-1.6810,1.7390
-0.7473,1.2097
-0.6854,0.9760
-2.5112,0.6904
-5.1171,0.7619
-6.6231,0.7470
-6.6278,0.7517
-6.6166,-0.2244
-6.6201,-0.2391
-6.6373,-0.1705
-6.7287,-0.0143
-7.0386,0.2070
-7.0942,0.0836
-7.0462,0.0820
-7.4049,-2.2681
-7.4906,-2.4091
-7.5433,-2.2948
-7.5319,-2.3301
-7.5425,-2.2981
-7.5343,-2.3451
-7.8940,-2.9192
-7.9865,-3.0319
-7.9762,-3.0661
-8.1357,-2.8886
-8.1218,-2.8870
-7.4094,-3.5115
-6.5819,-5.6482
-6.7441,-5.9364
-6.7698,-5.8124
-6.7787,-5.8066
-6.6060,-5.6305
-6.3173,-3.2624
-6.7988,-0.7185
-8.3028,1.3258
-7.4421,2.4913
-7.4385,2.3692
-7.4325,2.3731
-7.5056,2.3136
-7.4833,0.7862
-4.8946,0.7602
-2.2968,0.6690
0.2879,0.4900
1.8683,0.1225
1.8619,0.1467
1.7717,0.0652
1.7281,0.1052
1.7600,0.0790
1.8169,0.1031
3.2446,0.1682
4.6992,-0.6624
5.1984,-2.1557
5.2506,-2.1880
5.2906,-2.0930
5.5111,-1.4885
5.6541,-1.2789
5.6835,-1.3568
5.6528,-1.4164
5.9488,-2.5260
7.1530,-4.8054
7.0877,-5.1349
7.0898,-5.0711
7.0756,-4.9878
7.0863,-5.0031
6.4186,-2.7165
5.6410,-1.6374
6.7558,0.3350
7.2527,2.6771
7.3223,5.2651
7.4708,5.5563
8.9863,4.3219
8.1202,1.9476
6.3622,0.3896
3.8138,0.4444
1.4479,0.5706
-1.1483,0.6421
-3.7397,0.7147
-6.3563,0.7807
-8.4493,1.6830
-9.8861,3.8478
-10.6787,5.4520
-10.6126,5.4631
-10.6662,5.4491
-10.5854,5.3160
-10.6783,5.4400
-9.9885,3.7007
-8.4663,1.5957
-6.2976,0.7657
