x,y
0.0000,0.0000
0.4641,0.0189
0.6382,0.0155
0.7106,0.0846
0.6089,0.0675
-0.1928,0.7683
-0.2716,1.0044
-0.3993,1.4010
-0.4324,1.3830
-0.4774,1.3025
-0.4344,1.2427
0.0823,0.6214
0.7263,0.6360
0.7408,0.6242
0.6286,0.5768
0.5651,0.5741
-0.3479,0.5999
-2.8873,0.1421
-3.2360,0.0288
-3.8736,-0.0463
-6.2262,-1.0997
-6.3605,-1.3637
-6.1117,-1.8675
-6.1713,-1.8526
-6.1002,-1.7216
-6.1717,-1.7087
-5.6585,-0.7595
-5.4619,-0.7192
-5.6424,-0.8243
-3.6404,-0.7502
-3.0434,-0.7276
-0.8166,-0.6846
1.7582,-0.6063
3.7088,-0.5393
4.7719,-0.0615
4.8267,-0.1542
5.2243,-1.5060
5.2295,-1.8845
5.2373,-1.7805
5.2660,-1.7185
6.2077,0.0683
6.2596,0.1709
6.2893,0.0430
6.2779,0.0704
6.2330,0.0180
6.1873,0.2661
6.1639,0.3242
7.1893,1.3037
6.7207,1.9103
6.5497,2.0522
6.5598,2.0285
6.6300,2.1070
8.3936,3.5168
8.5063,5.8270
8.3264,5.9373
8.3336,5.8569
8.3985,5.8454
8.7455,4.8561
8.0266,2.4204
6.2361,0.7807
4.6667,0.7324
4.7177,0.6972
5.2345,-0.5898
5.9198,-1.9010
5.9280,-1.8491
5.9005,-1.8191
4.9364,-0.6037
2.4034,-0.1291
-0.1796,-0.1279
-2.7482,-0.1290
-5.3074,-0.0262
-6.5688,0.2332
-6.6229,0.2150
-6.6106,-1.0376
-7.1285,-2.4400
-7.1188,-2.3738
-7.1424,-2.2992
-7.0058,-1.9840
-6.7862,-1.1196
-8.3052,0.9153
-7.5918,2.0050
-7.8276,3.6634
-7.9064,3.9222
-9.0595,3.8744
-10.9095,4.5985
-10.0572,5.4906
-10.0731,5.4416
-10.1456,5.4419
-10.2174,5.4211
-10.2096,5.4253
-10.8467,5.2385
-10.0366,2.9151
-8.4872,0.8278
-6.7848,-1.1449
-7.7031,-3.4446
-8.6435,-5.7380
-8.5824,-5.8495
-8.5323,-5.7909
-8.7913,-5.8922
-8.4358,-4.3387
-6.9601,-2.1954
-5.0840,-0.7908
-2.4878,-0.7297
0.0678,-0.6511
2.6426,-0.6156
5.1526,-0.7535
6.5656,-2.9483
6.9904,-5.0765
5.6841,-3.8744
5.3868,-1.2938
3.3119,-0.0090
1.4387,0.2342
-0.3059,1.2696
-0.1242,1.6376
-0.0636,1.6210
-0.0834,1.6723
-0.6781,0.9792
-3.1130,0.0842
-5.5883,-0.7034
-6.2655,-2.6708
-6.1172,-4.8934
-6.0792,-4.9099
-6.0606,-4.8197
