t,id,range_m,side_px,reproj_px,cam_x,cam_y,cam_z,map_x,map_y,map_z
137.355,0,2.5638,50.55,0.803,2.3326,1.0596,-0.0962,3.0039,2.1239,0.1038
161.162,9,1.2357,108.96,0.629,1.1231,-0.5061,-0.0970,1.1187,-2.4454,0.1030
161.362,9,1.2055,107.08,0.439,1.1412,-0.3761,-0.0970,1.1234,-2.4439,0.1030
161.559,9,1.1779,106.52,0.354,1.1443,-0.2617,-0.0970,1.1249,-2.4421,0.1030
161.759,9,1.1593,106.52,0.417,1.1437,-0.1628,-0.0970,1.1242,-2.4508,0.1030
161.960,9,1.1280,108.55,0.366,1.1216,-0.0697,-0.0970,1.1250,-2.4451,0.1030
162.149,9,1.0953,112.14,0.573,1.0909,0.0147,-0.0971,1.1240,-2.4452,0.1029
162.346,9,1.0572,116.62,0.448,1.0487,0.0918,-0.0972,1.1235,-2.4454,0.1028
162.553,9,1.0048,123.18,0.389,0.9958,0.0919,-0.0974,1.1051,-2.4418,0.1026
162.748,9,0.9541,130.74,0.583,0.9472,0.0601,-0.0974,1.1054,-2.4459,0.1026
162.947,9,0.8975,140.36,0.733,0.8921,0.0148,-0.0968,1.1064,-2.4384,0.1032
163.146,9,0.8481,150.21,0.894,0.8418,-0.0350,-0.0970,1.1072,-2.4371,0.1030
163.339,9,0.7975,162.46,1.094,0.7874,-0.0810,-0.0971,1.1091,-2.4391,0.1029
163.544,9,0.7476,178.45,1.338,0.7276,-0.1413,-0.0975,1.1120,-2.4404,0.1025
163.740,9,0.6924,197.59,0.344,0.6588,-0.1896,-0.0972,1.1332,-2.4502,0.1028
163.939,9,0.6463,222.44,0.047,0.5980,-0.2250,-0.0974,1.1381,-2.4536,0.1026
164.145,8,4.2196,30.75,0.053,3.7102,2.0074,-0.0972,3.4818,-5.5761,0.1028
164.347,8,4.1488,29.86,0.097,3.7266,1.8207,-0.0978,3.4810,-5.5545,0.1022
164.549,8,4.0741,29.82,0.068,3.7227,1.6522,-0.0977,3.4764,-5.5304,0.1023
164.750,8,4.0096,29.89,0.062,3.7187,1.4960,-0.0975,3.4734,-5.5151,0.1025
164.947,8,3.9901,29.79,0.120,3.7459,1.3709,-0.0985,3.4949,-5.5385,0.1015
165.139,8,3.9621,29.71,0.093,3.7530,1.2663,-0.0988,3.5131,-5.5587,0.1012
165.349,8,3.9274,29.82,0.101,3.7423,1.1873,-0.0983,3.5228,-5.5699,0.1017
