t,id,range_m,side_px,reproj_px,cam_x,cam_y,cam_z,map_x,map_y,map_z
237.002,5,4.3527,27.87,0.179,4.1141,-1.4199,-0.0648,-6.3965,-8.8262,0.1352
237.994,5,4.3672,25.84,0.243,4.3666,-0.0347,-0.0625,-6.4302,-8.8379,0.1375
238.662,5,4.3829,26.94,0.361,4.2667,1.0006,-0.0634,-6.4424,-8.8305,0.1366
238.982,2,4.2252,31.11,1.343,3.8241,-1.7943,-0.0969,-7.5182,-5.6254,0.1031
239.991,2,4.1884,28.62,1.153,4.1703,0.3771,-0.0963,-7.5048,-5.6366,0.1037
240.295,2,4.4550,26.55,0.243,4.3221,1.0762,-0.0956,-7.8047,-5.6279,0.1044
240.666,2,4.1333,31.12,1.392,3.8966,1.3754,-0.0968,-7.5271,-5.6107,0.1032
240.995,2,4.0459,31.12,1.372,3.8849,1.1260,-0.0966,-7.5473,-5.5481,0.1034
241.288,2,3.9940,30.68,1.114,3.9318,0.6959,-0.0948,-7.5502,-5.5729,0.1052
241.660,2,4.0144,29.72,1.103,4.0083,0.1997,-0.0964,-7.6163,-5.5804,0.1036
241.996,2,3.9054,30.70,1.112,3.8910,-0.3215,-0.0938,-7.5458,-5.5886,0.1062
242.291,2,3.6420,31.73,1.306,3.5662,-0.7344,-0.0823,-7.3229,-5.6074,0.1177
242.655,2,4.1654,29.68,0.114,3.9515,-1.3139,-0.0962,-7.8835,-5.6094,0.1038
242.994,2,4.0875,32.76,0.078,3.7181,-1.6952,-0.0960,-7.8278,-5.6154,0.1040
243.667,5,4.2222,27.94,0.342,4.1102,0.9640,-0.0647,-6.6277,-8.8482,0.1353
244.274,5,4.1125,27.95,0.267,4.1035,0.2632,-0.0648,-6.5858,-8.8131,0.1352
244.662,5,4.2014,27.94,0.579,4.2000,-0.0866,-0.0658,-6.6705,-8.9124,0.1342
252.293,5,4.3955,27.24,0.545,4.2826,-0.9847,-0.1027,-7.9616,-10.3362,0.0973
252.652,5,4.2927,28.30,0.922,4.1790,-0.9764,-0.1005,-7.9479,-10.3313,0.0995
252.989,5,4.2631,28.31,1.389,4.1463,-0.9853,-0.1076,-7.9948,-10.3629,0.0924
253.288,5,4.1265,29.30,1.287,4.0081,-0.9753,-0.1079,-7.9535,-10.3345,0.0921
253.637,5,3.9820,30.68,0.998,3.8661,-0.9484,-0.1010,-7.9104,-10.2974,0.0990
253.975,5,3.9733,30.44,1.338,3.8514,-0.9707,-0.1073,-7.9764,-10.3167,0.0927
254.286,5,3.8737,31.66,1.630,3.7504,-0.9640,-0.1038,-7.9655,-10.2902,0.0962
254.650,5,3.8034,32.78,1.636,3.6785,-0.9608,-0.1051,-7.9823,-10.2994,0.0949
254.966,5,3.5971,33.83,1.576,3.4792,-0.9073,-0.1050,-7.8912,-10.2203,0.0950
255.284,5,3.5428,35.01,1.944,3.4339,-0.8656,-0.1030,-7.9117,-10.2445,0.0970
255.651,5,3.4929,34.87,1.663,3.3922,-0.8264,-0.1032,-7.9402,-10.2654,0.0968
255.974,5,3.2296,35.85,0.160,3.1401,-0.7485,-0.0976,-7.8016,-10.1502,0.1024
256.289,5,3.1504,36.88,0.097,3.0674,-0.7120,-0.0976,-7.8035,-10.1501,0.1024
256.656,5,3.0922,37.89,0.112,3.0136,-0.6857,-0.0976,-7.8117,-10.1582,0.1024
256.987,5,2.9879,39.29,0.170,2.9129,-0.6580,-0.0976,-7.7760,-10.1313,0.1024
257.290,5,3.0166,38.89,0.032,2.9289,-0.7151,-0.0977,-7.8199,-10.1387,0.1023
257.654,5,2.9860,40.17,0.078,2.8435,-0.9064,-0.0977,-7.7892,-10.1212,0.1023
257.981,5,3.0259,42.05,0.277,2.7523,-1.2534,-0.0977,-7.8136,-10.1340,0.1023
322.592,5,4.2316,27.85,0.176,3.9830,-1.4273,-0.0717,-6.3614,-10.2914,0.1283
325.582,5,4.3802,26.86,0.148,4.1359,-1.4407,-0.0710,-6.3649,-10.2891,0.1290
328.569,5,4.3765,27.08,0.082,4.2017,-1.2226,-0.0679,-6.2392,-10.3102,0.1321
363.866,5,2.8518,41.89,0.022,2.6795,-0.9712,-0.0979,-7.8055,-10.1956,0.1021
364.182,5,3.0696,39.89,1.664,3.0375,-0.4296,-0.1055,-7.9823,-10.0217,0.0945
364.553,5,3.0543,39.89,1.722,3.0521,-0.0466,-0.1055,-7.9817,-10.0358,0.0945
364.878,5,2.9438,39.89,1.313,2.9249,0.3164,-0.1053,-7.9016,-10.1127,0.0947
365.187,5,2.8726,40.89,0.081,2.7947,0.6573,-0.0977,-7.8515,-10.1681,0.1023
365.541,5,2.8111,44.16,0.167,2.6127,1.0326,-0.0979,-7.8210,-10.1957,0.1021
398.173,2,3.2309,40.89,0.114,2.9528,1.3078,-0.0976,-7.8223,-5.6223,0.1024
398.493,2,3.1658,38.90,0.101,3.0036,0.9957,-0.0966,-7.8357,-5.6169,0.1034
398.833,2,3.0960,38.90,0.019,2.9648,0.8865,-0.0976,-7.8481,-5.6195,0.1024
399.163,2,2.9881,39.89,0.175,2.8797,0.7914,-0.0966,-7.8211,-5.6119,0.1034
399.483,2,2.9008,40.88,0.183,2.8026,0.7423,-0.0966,-7.8147,-5.6293,0.1034
399.835,2,2.8434,41.90,0.034,2.7415,0.7480,-0.0978,-7.8414,-5.6466,0.1022
400.166,2,2.7091,43.90,0.155,2.6155,0.6995,-0.0962,-7.7924,-5.6561,0.1038
400.499,2,2.6793,44.90,0.102,2.5677,0.7588,-0.0978,-7.8491,-5.6641,0.1022
400.786,2,2.5663,47.89,0.098,2.4138,0.8664,-0.0954,-7.8174,-5.6613,0.1046
401.157,2,2.4593,50.89,0.067,2.2929,0.8843,-0.0940,-7.7988,-5.6412,0.1060
401.479,2,2.3875,51.89,0.035,2.2463,0.8034,-0.0941,-7.8043,-5.6538,0.1059
401.792,2,2.2897,53.45,0.227,2.1574,0.7612,-0.0943,-7.7878,-5.6482,0.1057
402.175,2,2.2424,54.89,0.014,2.1173,0.7323,-0.0945,-7.8211,-5.6544,0.1055
402.492,2,2.1528,57.88,0.069,2.0233,0.7293,-0.0947,-7.8155,-5.6531,0.1053
402.791,2,2.0657,59.89,0.035,1.9329,0.7227,-0.0950,-7.7999,-5.6300,0.1050
403.166,2,1.9980,62.88,0.244,1.8518,0.7441,-0.0951,-7.8127,-5.6297,0.1049
403.490,2,1.9190,66.91,0.148,1.7651,0.7470,-0.0954,-7.8119,-5.6301,0.1046
403.801,2,1.8375,71.91,0.092,1.6590,0.7842,-0.0957,-7.8072,-5.6308,0.1043
410.483,2,0.8647,147.89,0.521,0.8026,0.3067,-0.0973,-7.8185,-5.6245,0.1027
410.791,2,0.8495,144.15,0.377,0.8439,-0.0034,-0.0972,-7.8197,-5.6230,0.1028
411.150,2,0.8648,156.91,0.211,0.7975,-0.3200,-0.0973,-7.8205,-5.6230,0.1027
498.069,1,4.4868,24.73,0.231,4.4863,-0.0046,-0.0653,13.8531,-4.6631,0.1347
498.371,1,4.4867,24.73,0.220,4.4862,-0.0036,-0.0653,13.9321,-4.6560,0.1347
499.068,1,4.2107,25.87,1.538,4.2103,-0.0043,-0.0522,13.8181,-4.6484,0.1478
499.380,1,4.1384,25.74,1.468,4.1378,-0.0063,-0.0684,13.8253,-4.6455,0.1316
499.738,1,4.1381,25.80,1.474,4.1375,-0.0237,-0.0685,13.9081,-4.6581,0.1315
503.676,1,4.4069,28.76,1.774,4.4056,-0.0676,-0.0847,15.0956,-4.6310,0.1153
504.054,1,4.1325,28.72,0.855,4.1303,-0.1084,-0.0760,14.9067,-4.6202,0.1240
504.380,1,4.4086,28.80,1.799,4.4047,-0.1629,-0.0885,15.2675,-4.6184,0.1115
505.053,1,3.7529,29.73,0.290,3.7430,-0.2635,-0.0702,14.7435,-4.6890,0.1298
505.380,1,4.2974,26.99,1.566,4.2088,-0.8629,-0.0929,15.2711,-4.7245,0.1071
506.039,1,4.3423,28.05,1.271,3.9828,-1.7287,-0.0673,15.2973,-4.6725,0.1327
506.364,1,4.2391,29.26,0.158,3.8592,-1.7522,-0.0813,15.1966,-4.6641,0.1187
579.287,4,4.0904,33.80,0.098,3.6675,1.8086,-0.0959,7.9963,-9.8281,0.1041
579.658,4,4.0707,30.82,0.109,3.8080,1.4352,-0.0970,8.0187,-9.8274,0.1030
580.283,4,3.4283,33.16,1.251,3.3906,0.5005,-0.0825,7.4596,-9.8013,0.1175
580.658,4,3.9815,27.72,0.074,3.9739,0.2262,-0.0971,8.0774,-9.8049,0.1029
580.993,4,3.8375,28.84,0.027,3.8349,0.1037,-0.0970,8.0248,-9.8049,0.1030
581.284,4,3.7939,29.79,0.204,3.7913,0.1023,-0.0977,8.0917,-9.8261,0.1023
581.658,4,3.7099,29.86,0.049,3.7026,0.2105,-0.0971,8.0931,-9.8329,0.1029
581.999,4,3.6025,30.86,0.057,3.5893,0.2916,-0.0975,8.0735,-9.8133,0.1025
582.282,4,3.4858,31.91,0.041,3.4712,0.3038,-0.0974,8.0458,-9.8011,0.1026
582.989,4,3.2801,33.90,0.187,3.2731,0.1915,-0.0964,8.0136,-9.8084,0.1036
583.650,4,3.1048,35.92,0.133,3.0955,0.2204,-0.0956,8.0188,-9.7948,0.1044
583.983,4,3.0337,37.20,0.191,3.0169,0.3037,-0.0974,8.0344,-9.7926,0.1026
584.285,4,2.9693,37.90,0.136,2.9434,0.3790,-0.0972,8.0604,-9.7827,0.1028
584.659,4,2.9162,38.88,0.161,2.8779,0.4613,-0.0972,8.0768,-9.8079,0.1028
584.978,4,2.8049,39.93,0.029,2.7789,0.3685,-0.0978,8.0495,-9.8104,0.1022
585.286,4,2.7371,40.93,0.014,2.7106,0.3667,-0.0979,8.0699,-9.7990,0.1021
585.663,4,2.6472,42.91,0.053,2.6106,0.4276,-0.0979,8.0713,-9.7953,0.1021
585.988,4,2.5503,44.95,0.050,2.4973,0.5077,-0.0980,8.0543,-9.7876,0.1020
586.300,4,2.4127,47.93,0.183,2.3423,0.5707,-0.0938,8.0036,-9.7792,0.1062
586.650,4,2.3335,49.98,0.192,2.2451,0.6295,-0.0941,8.0040,-9.7739,0.1059
586.975,4,2.2703,52.97,0.102,2.1587,0.6964,-0.0944,8.0251,-9.7704,0.1056
587.283,4,2.1980,56.95,0.107,2.0616,0.7563,-0.0946,8.0305,-9.7669,0.1054
587.655,4,2.1008,62.01,0.140,1.9386,0.8039,-0.0947,8.0108,-9.7640,0.1053
587.983,4,2.0404,66.00,0.006,1.8480,0.8597,-0.0952,8.0298,-9.7599,0.1048
588.267,4,1.9709,69.96,0.129,1.7613,0.8795,-0.0954,8.0048,-9.8213,0.1046
588.656,4,1.9226,70.97,0.169,1.7272,0.8391,-0.0954,8.0174,-9.8079,0.1046
588.976,4,1.8686,73.95,0.042,1.6722,0.8284,-0.0956,8.0192,-9.8095,0.1044
599.967,4,1.4765,84.87,0.085,1.3218,0.6509,-0.0966,7.9805,-9.8865,0.1034
600.283,4,1.4409,79.86,0.060,1.4252,0.1890,-0.0963,7.9983,-9.8976,0.1037
600.597,4,1.4343,80.87,0.132,1.4276,-0.0996,-0.0963,8.0028,-9.8948,0.1037
600.970,4,1.4332,82.87,0.034,1.4000,-0.2912,-0.0964,8.0014,-9.8974,0.1036
601.288,4,1.4340,87.19,0.219,1.3495,-0.4752,-0.0965,8.0015,-9.9021,0.1035
653.893,1,4.3885,24.86,1.559,4.3722,-0.3735,-0.0556,13.6341,-4.5734,0.1444
708.490,8,3.6906,32.79,0.082,3.4882,1.2013,-0.0976,7.0095,-3.5959,0.1024
708.851,8,3.6208,30.84,0.066,3.6018,0.3572,-0.0976,6.9745,-3.5505,0.1024
709.207,8,3.6691,30.83,0.032,3.6264,-0.5492,-0.0979,6.9676,-3.6251,0.1021
709.484,8,3.6271,33.88,0.056,3.4294,-1.1771,-0.0975,6.9527,-3.5916,0.1025
709.868,8,3.6017,37.90,0.064,3.2273,-1.5961,-0.0974,6.9379,-3.5635,0.1026
733.788,6,4.1324,31.89,1.357,3.9325,1.2667,-0.0868,15.6131,0.5624,0.1132
734.165,6,4.1396,30.04,1.328,4.0616,0.7946,-0.0901,15.7013,0.5892,0.1099
734.486,6,4.1886,26.91,0.181,4.1752,0.3200,-0.0988,15.8191,0.6495,0.1012
734.778,6,4.1732,27.19,0.201,4.1703,-0.1230,-0.0992,15.8797,0.6939,0.1008
735.161,6,3.7575,32.09,1.126,3.7249,-0.4864,-0.0857,15.6030,0.3476,0.1143
735.465,6,3.9793,28.87,0.128,3.8719,-0.9132,-0.0981,15.8642,0.4405,0.1019
735.794,6,3.9168,30.87,0.091,3.7085,-1.2564,-0.0976,15.8441,0.4379,0.1024
736.169,6,3.8674,33.87,0.021,3.5333,-1.5694,-0.0973,15.8411,0.4406,0.1027
737.794,6,3.7376,34.63,0.315,3.4388,-1.4612,-0.0969,15.7848,0.4715,0.1031
738.168,6,3.8088,30.87,0.119,3.6585,-1.0548,-0.0975,15.8569,0.4993,0.1025
738.488,6,3.7692,29.86,0.120,3.7291,-0.5399,-0.0977,15.8166,0.4946,0.1023
738.776,6,3.8140,29.71,0.255,3.8126,0.0313,-0.0984,15.8452,0.5224,0.1016
739.158,6,3.7892,29.85,0.089,3.7289,0.6660,-0.0982,15.7979,0.5244,0.1018
739.488,6,3.7596,32.86,0.051,3.4782,1.4240,-0.0974,15.7301,0.5486,0.1026
814.755,3,2.5850,51.87,1.698,2.3161,1.1437,-0.1005,12.3306,-12.7123,0.0995
815.090,3,2.5534,49.89,1.638,2.4173,0.8165,-0.0999,12.3185,-12.7029,0.1001
815.390,3,2.4392,48.88,0.681,2.3926,0.4643,-0.0970,12.2499,-12.6629,0.1030
815.751,3,2.4607,48.89,1.307,2.4541,0.1525,-0.0970,12.3008,-12.6908,0.1030
816.079,3,2.3763,49.89,0.776,2.3691,-0.1572,-0.0972,12.2545,-12.6625,0.1028
816.377,3,2.4138,52.21,1.954,2.3665,-0.4649,-0.1003,12.3110,-12.6998,0.0997
816.744,3,2.2463,54.43,0.036,2.1325,-0.6996,-0.0944,12.1935,-12.6275,0.1056
817.083,3,2.2250,57.88,0.043,2.0094,-0.9507,-0.0947,12.1963,-12.6439,0.1053
917.291,6,4.4924,32.22,2.187,3.9464,-2.1450,-0.0818,15.1577,0.4534,0.1182
922.300,6,4.1638,27.07,0.704,4.1324,0.5031,-0.0866,15.4728,0.4795,0.1134
931.280,6,4.3990,31.85,0.049,3.9047,2.0235,-0.0974,15.8297,0.3588,0.1026
931.633,6,4.3855,28.86,0.126,4.0782,1.6096,-0.0982,15.8573,0.3663,0.1018
931.978,6,4.3502,27.40,0.012,4.1755,1.2165,-0.0982,15.8671,0.3620,0.1018
932.963,6,4.1921,26.58,0.076,4.1909,0.0155,-0.0982,15.8986,0.3809,0.1018
933.276,6,3.7914,31.75,1.286,3.7744,0.3482,-0.0855,15.5706,0.4613,0.1145
933.591,6,4.0412,28.78,0.130,3.9473,0.8605,-0.0962,15.8501,0.4289,0.1038
933.976,6,3.9794,30.75,0.092,3.7638,1.2882,-0.0975,15.8131,0.4386,0.1025
934.289,6,3.9824,32.94,0.065,3.6494,1.5914,-0.0974,15.8337,0.4430,0.1026
934.594,6,3.9881,35.92,0.052,3.5111,1.8890,-0.0964,15.8481,0.4460,0.1036
