frame,t,x,y,yaw,speed,stalled,footprint_max_cost,footprint_blocked
0,1787216126.31,0.000,0.000,0.026,0.000,1,0,0
1,1787216127.31,0.000,0.000,0.027,0.000,1,0,0
2,1787216128.31,0.000,0.000,0.028,0.000,1,0,0
3,1787216129.31,0.000,0.000,0.028,0.000,1,0,0
4,1787216130.31,0.000,0.000,0.028,0.000,1,0,0
5,1787216131.31,0.000,0.000,0.029,0.000,1,0,0
6,1787216132.31,0.107,0.003,0.029,0.120,0,0,0
7,1787216133.31,0.227,0.007,0.029,0.120,0,0,0
8,1787216134.31,0.348,0.010,0.029,0.120,0,0,0
9,1787216135.31,0.474,0.014,0.030,0.120,0,0,0
10,1787216136.31,0.599,0.018,0.031,0.120,0,0,0
11,1787216137.31,0.723,0.022,0.032,0.120,0,0,0
12,1787216138.31,0.850,0.026,0.032,0.120,0,0,0
13,1787216139.31,0.979,0.030,0.033,0.120,0,0,0
14,1787216140.31,1.107,0.034,0.033,0.120,0,0,0
15,1787216141.31,1.225,0.038,0.034,0.120,0,0,0
16,1787216142.31,1.269,0.040,0.034,0.000,1,0,0
17,1787216143.31,1.269,0.040,0.035,0.000,1,0,0
18,1787216144.31,1.269,0.040,0.036,0.000,1,0,0
19,1787216145.31,1.269,0.040,0.035,0.000,1,0,0
20,1787216146.31,1.269,0.040,0.036,0.000,1,0,0
21,1787216147.31,1.269,0.040,0.037,0.000,1,0,0
22,1787216148.31,1.269,0.040,0.038,0.000,1,0,0
23,1787216149.31,1.269,0.040,0.038,0.000,1,0,0
24,1787216150.31,1.272,0.040,0.074,0.015,1,0,0
25,1787216151.31,1.287,0.042,0.175,0.014,1,0,0
26,1787216152.31,1.301,0.045,0.270,0.012,1,0,0
27,1787216153.31,1.312,0.048,0.359,0.010,1,0,0
28,1787216154.31,1.319,0.051,0.443,0.008,1,0,0
29,1787216155.31,1.325,0.055,0.522,0.006,1,0,0
30,1787216156.31,1.329,0.057,0.598,0.004,1,0,0
31,1787216157.31,1.331,0.058,0.669,0.002,1,0,0
32,1787216158.31,1.332,0.059,0.736,0.000,1,0,0
33,1787216159.31,1.332,0.059,0.802,0.001,1,0,0
34,1787216160.31,1.331,0.058,0.870,0.001,1,0,0
35,1787216161.31,1.331,0.058,0.936,0.001,1,0,0
36,1787216162.31,1.330,0.057,1.005,0.003,1,0,0
37,1787216163.31,1.328,0.054,1.077,0.005,1,0,0
38,1787216164.31,1.326,0.049,1.155,0.007,1,0,0
39,1787216165.31,1.323,0.042,1.234,0.009,1,0,0
40,1787216166.31,1.320,0.031,1.320,0.010,1,0,0
41,1787216167.31,1.318,0.021,1.411,0.012,1,0,0
42,1787216168.31,1.317,0.008,1.508,0.014,1,0,0
43,1787216169.31,1.316,-0.009,1.612,0.016,1,0,0
44,1787216170.31,1.315,0.005,1.709,0.013,1,0,0
45,1787216171.31,1.314,0.009,1.740,0.000,1,0,0
46,1787216172.31,1.323,-0.044,1.740,0.080,0,0,0
47,1787216173.31,1.337,-0.123,1.741,0.080,0,0,0
48,1787216174.31,1.352,-0.207,1.741,0.080,0,0,0
49,1787216175.31,1.362,-0.266,1.741,0.000,1,0,0
50,1787216176.31,1.362,-0.266,1.742,0.000,1,0,0
51,1787216177.31,1.362,-0.266,1.743,0.000,1,0,0
52,1787216178.31,1.359,-0.257,1.940,0.026,0,0,0
53,1787216179.31,1.346,-0.235,2.311,0.002,1,0,0
54,1787216180.31,1.305,-0.194,2.340,0.174,0,0,0
55,1787216181.31,1.169,0.001,2.050,0.190,0,0,0
56,1787216182.31,1.067,0.182,2.197,0.251,0,0,0
57,1787216183.31,0.900,0.371,2.327,0.260,0,0,0
58,1787216184.31,0.711,0.554,2.435,0.258,0,248,0
59,1787216185.31,0.495,0.710,2.563,0.212,0,226,0
60,1787216186.31,0.414,0.765,2.496,0.001,1,209,0
61,1787216187.31,0.414,0.765,2.431,0.001,1,205,0
62,1787216188.31,0.413,0.766,2.363,0.001,1,195,0
63,1787216189.31,0.413,0.766,2.298,0.001,1,195,0
64,1787216190.31,0.414,0.764,2.231,0.003,1,209,0
65,1787216191.31,0.417,0.761,2.160,0.005,1,198,0
66,1787216192.31,0.420,0.755,2.084,0.006,1,209,0
67,1787216193.31,0.401,0.803,1.904,0.167,0,235,0
68,1787216194.31,0.334,1.046,1.819,0.260,0,248,0
69,1787216195.31,0.295,1.266,1.517,0.181,0,198,0
70,1787216196.31,0.317,1.363,1.177,0.000,1,194,0
71,1787216197.31,0.298,1.316,1.195,0.080,0,189,0
72,1787216198.31,0.268,1.239,1.195,0.080,0,188,0
73,1787216199.31,0.241,1.170,1.196,0.080,0,182,0
74,1787216200.31,0.216,1.106,1.197,0.000,1,165,0
75,1787216201.31,0.216,1.106,1.197,0.000,1,165,0
76,1787216202.31,0.216,1.106,1.197,0.000,1,165,0
77,1787216203.31,0.216,1.106,1.196,0.000,1,165,0
78,1787216204.31,0.216,1.106,1.197,0.000,1,165,0
79,1787216205.31,0.217,1.108,1.171,0.007,1,165,0
80,1787216206.31,0.220,1.114,1.095,0.005,1,165,0
81,1787216207.31,0.221,1.118,1.022,0.003,1,182,0
82,1787216208.31,0.223,1.120,0.953,0.001,1,182,0
83,1787216209.31,0.223,1.120,0.888,0.001,1,182,0
84,1787216210.31,0.224,1.121,0.820,0.000,1,182,0
85,1787216211.31,0.223,1.121,0.755,0.000,1,182,0
86,1787216212.31,0.223,1.120,0.688,0.002,1,182,0
87,1787216213.31,0.221,1.119,0.617,0.004,1,182,0
88,1787216214.31,0.215,1.115,0.543,0.006,1,182,0
89,1787216215.31,0.210,1.112,0.464,0.008,1,164,0
90,1787216216.31,0.201,1.108,0.381,0.010,1,179,0
91,1787216217.31,0.191,1.105,0.294,0.012,1,0,0
92,1787216218.31,0.179,1.101,0.200,0.014,1,0,0
93,1787216219.31,0.162,1.099,0.100,0.015,1,0,0
94,1787216220.31,0.161,1.098,-0.006,0.015,1,0,0
95,1787216221.31,0.175,1.098,-0.105,0.013,1,0,0
96,1787216222.31,0.188,1.096,-0.198,0.011,1,165,0
97,1787216223.31,0.200,1.093,-0.285,0.009,1,149,0
98,1787216224.31,0.208,1.090,-0.367,0.007,1,182,0
99,1787216225.31,0.214,1.088,-0.440,0.006,1,182,0
100,1787216226.31,0.219,1.085,-0.514,0.004,1,176,0
101,1787216227.31,0.289,1.033,-0.706,0.223,0,226,0
102,1787216228.31,0.473,0.860,-0.755,0.260,0,225,0
103,1787216229.31,0.661,0.722,-0.418,0.217,0,216,0
104,1787216230.31,0.914,0.686,0.104,0.262,0,201,0
105,1787216231.31,1.179,0.723,0.045,0.260,0,182,0
106,1787216232.31,1.437,0.686,-0.220,0.259,0,194,0
107,1787216233.31,1.701,0.637,-0.135,0.260,0,0,0
108,1787216234.31,1.965,0.591,-0.191,0.259,0,0,0
109,1787216235.31,2.227,0.555,-0.111,0.261,0,0,0
110,1787216236.31,2.488,0.508,-0.195,0.259,0,0,0
111,1787216237.31,2.751,0.460,-0.221,0.262,0,0,0
112,1787216238.31,3.008,0.391,-0.260,0.259,0,0,0
113,1787216239.31,3.260,0.333,-0.176,0.260,0,0,0
114,1787216240.31,3.525,0.283,-0.212,0.259,0,0,0
