t,id,range_m,side_px,reproj_px,cam_x,cam_y,cam_z,map_x,map_y,map_z
171.044,3,4.1420,30.57,0.186,3.7658,1.7218,-0.1014,1.9748,-4.5988,0.0986
214.963,3,1.8278,74.21,0.598,1.6158,0.8489,-0.0974,1.9810,-4.4870,0.1026
215.334,3,1.7533,77.87,0.698,1.5490,0.8155,-0.0977,1.9834,-4.4952,0.1023
218.328,5,2.9970,42.27,0.176,2.7398,1.2107,-0.0985,2.0526,-6.5181,0.1015
218.972,5,2.8317,47.62,0.677,2.4920,1.3414,-0.0956,2.0575,-6.5134,0.1044
223.653,6,4.2568,25.91,1.803,4.2443,0.3197,-0.0686,0.4690,-9.2801,0.1314
223.968,6,4.2962,25.90,0.042,4.2838,0.3209,-0.0617,0.4459,-9.4080,0.1383
224.656,6,4.2013,26.90,0.193,4.1687,0.5189,-0.0621,0.4389,-9.4880,0.1379
229.647,6,4.3075,28.86,1.073,3.9270,1.7675,-0.0986,0.2751,-10.7843,0.1014
230.313,6,4.4517,29.99,1.270,3.9489,2.0529,-0.0967,0.2701,-11.0856,0.1033
281.562,5,4.2021,25.78,1.493,4.1983,0.1639,-0.0694,0.1394,-7.2320,0.1306
281.922,5,4.2021,26.94,0.269,4.1996,0.1298,-0.0624,0.2366,-7.2282,0.1376
285.242,5,4.1073,29.88,1.381,4.0914,0.3522,-0.0814,0.9402,-6.9129,0.1186
285.560,5,4.1587,27.19,0.231,4.1189,0.5693,-0.0755,1.0741,-6.8692,0.1245
287.928,5,4.3143,30.89,1.188,3.8230,1.9972,-0.0967,1.7274,-6.6113,0.1033
302.532,5,2.1237,58.92,0.545,1.9755,0.7733,-0.0970,2.1061,-6.5261,0.1030
302.842,5,2.1988,55.28,1.318,2.1676,0.3561,-0.0965,2.1388,-6.5219,0.1035
303.196,5,2.2711,52.91,1.188,2.2659,-0.1206,-0.0964,2.1634,-6.5261,0.1036
303.548,5,2.3559,54.13,1.629,2.2638,-0.6448,-0.1001,2.2011,-6.5343,0.0999
305.558,5,2.4765,50.90,0.083,2.2693,-0.9867,-0.0982,2.0900,-6.4676,0.1018
305.839,5,2.6287,49.53,1.500,2.4673,-0.9011,-0.1047,2.2127,-6.4440,0.0953
306.228,5,2.6490,47.96,1.726,2.5669,-0.6465,-0.1024,2.2373,-6.4721,0.0976
306.538,5,2.5718,47.54,1.832,2.5378,-0.4041,-0.1022,2.2131,-6.5497,0.0978
306.858,5,2.5718,46.92,1.130,2.5553,-0.2744,-0.0983,2.2147,-6.5412,0.1017
307.228,5,2.6514,46.92,2.036,2.6443,-0.1659,-0.1022,2.2639,-6.4707,0.0978
307.557,5,2.5566,46.92,1.164,2.5542,-0.0511,-0.0983,2.2207,-6.5474,0.1017
307.852,5,2.5833,46.88,1.487,2.5810,0.0492,-0.0981,2.2409,-6.5211,0.1019
308.224,5,2.5851,46.91,1.497,2.5790,0.1479,-0.0981,2.2508,-6.5192,0.1019
308.558,5,2.6258,46.90,1.804,2.6118,0.2506,-0.1024,2.2776,-6.4819,0.0976
308.853,5,2.6199,46.98,1.697,2.5941,0.3517,-0.1024,2.2786,-6.4845,0.0976
309.216,5,2.5185,48.13,1.198,2.4785,0.4358,-0.0984,2.2263,-6.5672,0.1016
309.548,5,2.6119,47.91,1.860,2.5502,0.5550,-0.1023,2.2783,-6.4983,0.0977
309.845,5,2.6050,48.94,2.045,2.5061,0.7036,-0.1009,2.2816,-6.5065,0.0991
310.220,5,2.5787,49.90,1.517,2.3993,0.9398,-0.1001,2.2971,-6.5328,0.0999
310.552,5,2.4138,52.52,0.085,2.1635,1.0661,-0.0943,2.2336,-6.6761,0.1057
379.449,2,2.4405,54.92,0.038,2.2194,-1.0106,-0.0942,3.0740,-11.4339,0.1058
379.803,2,2.4404,52.89,0.006,2.2456,-0.9508,-0.0942,3.0808,-11.4463,0.1058
380.135,2,2.4409,51.88,0.008,2.2714,-0.8889,-0.0941,3.0773,-11.4630,0.1059
380.445,2,2.4273,51.92,0.010,2.2683,-0.8591,-0.0941,3.0734,-11.4571,0.1059
380.803,2,2.4227,50.92,0.084,2.2700,-0.8410,-0.0941,3.0735,-11.4566,0.1059
381.149,2,2.4204,51.92,0.026,2.2672,-0.8424,-0.0941,3.0730,-11.4536,0.1059
381.453,2,2.4204,51.92,0.026,2.2672,-0.8424,-0.0941,3.0757,-11.4527,0.1059
381.808,2,2.4241,50.92,0.088,2.2701,-0.8451,-0.0941,3.0757,-11.4556,0.1059
382.139,2,2.4241,50.92,0.088,2.2701,-0.8451,-0.0941,3.0754,-11.4550,0.1059
382.455,2,2.4222,51.92,0.020,2.2675,-0.8466,-0.0941,3.0752,-11.4526,0.1059
382.800,2,2.4222,51.92,0.020,2.2675,-0.8466,-0.0941,3.0762,-11.4522,0.1059
383.134,2,2.4222,51.92,0.020,2.2675,-0.8466,-0.0941,3.0770,-11.4519,0.1059
383.457,2,2.4256,50.92,0.092,2.2701,-0.8492,-0.0941,3.0749,-11.4551,0.1059
383.797,2,2.4239,51.92,0.015,2.2678,-0.8508,-0.0941,3.0750,-11.4532,0.1059
384.136,2,2.4239,51.92,0.015,2.2678,-0.8508,-0.0941,3.0764,-11.4534,0.1059
384.449,2,2.4256,51.92,0.011,2.2680,-0.8549,-0.0941,3.0755,-11.4551,0.1059
384.810,2,2.4256,51.92,0.011,2.2680,-0.8549,-0.0941,3.0763,-11.4551,0.1059
385.126,2,2.4273,51.92,0.010,2.2683,-0.8591,-0.0941,3.0736,-11.4569,0.1059
385.453,2,2.4273,51.92,0.010,2.2683,-0.8591,-0.0941,3.0754,-11.4567,0.1059
