t,id,range_m,side_px,reproj_px,cam_x,cam_y,cam_z,map_x,map_y,map_z
151.056,3,4.0835,31.37,0.411,3.7265,1.6667,-0.1015,1.9730,-4.5846,0.0985
152.372,3,4.0732,27.80,0.173,4.0241,-0.6221,-0.1036,1.9608,-4.7707,0.0964
152.725,3,3.9919,29.06,0.142,3.8713,-0.9683,-0.1035,1.9377,-4.7262,0.0965
154.727,3,3.4164,38.83,0.597,3.0046,-1.6230,-0.1005,2.0289,-4.5698,0.0995
185.028,3,4.4959,25.02,1.108,4.4452,0.6660,-0.1010,2.2860,-4.7409,0.0990
185.663,3,4.2314,27.33,1.138,4.1937,0.5549,-0.1010,2.2002,-4.8009,0.0990
186.025,3,4.0811,27.40,1.104,4.0591,0.4109,-0.1005,2.1901,-4.7423,0.0995
186.665,3,3.7280,31.57,0.563,3.7160,0.2812,-0.1012,2.0813,-4.6043,0.0988
187.018,3,4.0186,29.50,0.784,4.0073,0.2795,-0.1109,2.3148,-4.9087,0.0891
187.344,3,3.5238,32.53,0.168,3.5183,0.1683,-0.1010,2.0721,-4.5841,0.0990
187.673,3,3.4834,33.55,0.522,3.4819,0.0110,-0.1008,2.1046,-4.6237,0.0992
188.023,3,3.4379,34.51,0.833,3.4342,-0.1214,-0.1014,2.1285,-4.6600,0.0986
188.370,3,3.3405,35.57,0.840,3.3339,-0.1837,-0.1014,2.1326,-4.6485,0.0986
188.679,3,3.2400,36.65,0.832,3.2322,-0.1997,-0.1010,2.1245,-4.6372,0.0990
189.012,3,3.1047,37.68,0.523,3.0964,-0.2037,-0.1000,2.0643,-4.5861,0.1000
189.357,3,3.0565,38.78,0.824,3.0479,-0.2051,-0.1005,2.0822,-4.6145,0.0995
190.034,3,2.7867,42.10,0.543,2.7771,-0.2079,-0.1005,2.0267,-4.5268,0.0995
190.359,3,2.7225,43.00,0.505,2.7132,-0.2002,-0.1004,2.0392,-4.5413,0.0996
190.678,3,2.6434,45.13,0.990,2.6358,-0.1734,-0.1002,2.0488,-4.5469,0.0998
191.001,3,2.4847,47.63,0.761,2.4819,-0.0673,-0.0981,2.0067,-4.4833,0.1019
191.356,3,2.4349,49.01,0.937,2.4318,0.0729,-0.0987,2.0285,-4.5110,0.1013
191.675,3,2.2947,51.95,0.799,2.2826,0.2140,-0.0965,1.9920,-4.4717,0.1035
192.028,3,2.2258,53.83,0.656,2.1963,0.3478,-0.0968,2.0082,-4.4807,0.1032
192.357,3,2.1825,57.64,1.494,2.1138,0.5337,-0.1002,2.0318,-4.5134,0.0998
192.666,5,4.2563,26.69,0.073,4.2497,0.2123,-0.1030,2.1959,-6.8453,0.0970
192.666,3,2.0081,62.14,0.137,1.8815,0.6952,-0.0951,1.9733,-4.4386,0.1049
193.032,3,1.9380,67.80,0.099,1.7327,0.8627,-0.0956,1.9805,-4.4404,0.1044
195.369,5,3.2907,39.94,0.549,2.9502,1.4544,-0.0986,2.0395,-6.5574,0.1014
195.669,5,3.2597,40.94,0.887,2.9231,1.4390,-0.1002,2.0599,-6.6049,0.0998
196.353,5,3.0223,43.60,0.178,2.6640,1.4238,-0.0991,2.0514,-6.5204,0.1009
196.664,5,2.9751,45.15,0.553,2.6141,1.4170,-0.1004,2.0581,-6.5508,0.0996
197.034,5,2.9250,45.11,0.584,2.6216,1.2934,-0.1001,2.0847,-6.5783,0.0999
197.670,5,2.6978,49.95,0.836,2.3955,1.2368,-0.0982,2.0590,-6.5175,0.1018
200.669,6,4.4639,24.87,0.152,4.4615,0.1335,-0.0649,0.4120,-9.3694,0.1351
200.970,6,4.3166,25.90,0.229,4.3145,0.1210,-0.0604,0.4184,-9.3104,0.1396
201.970,6,4.1304,25.78,1.490,4.1295,-0.0534,-0.0682,0.4321,-9.3934,0.1318
205.979,6,4.4913,24.75,0.362,4.4869,0.1708,-0.1015,0.3589,-10.8105,0.0985
206.681,6,3.7265,29.79,0.299,3.7251,0.0738,-0.0692,0.3396,-10.1923,0.1308
206.976,6,4.2944,25.88,0.348,4.2927,0.0708,-0.0997,0.3066,-10.8486,0.1003
207.671,6,4.3862,26.95,0.850,4.3776,0.2565,-0.0935,0.2480,-11.1078,0.1065
208.348,6,4.1764,28.77,1.310,4.1755,0.0365,-0.0820,0.2540,-11.0780,0.1180
208.672,6,4.1567,28.64,1.097,4.1555,0.0212,-0.0986,0.2705,-11.1493,0.1014
208.979,6,4.0059,29.87,1.251,4.0051,0.0102,-0.0811,0.2652,-11.0889,0.1189
209.343,6,4.0023,29.66,1.085,4.0011,0.0170,-0.0985,0.2792,-11.1715,0.1015
209.666,6,4.2867,26.23,0.211,4.2855,-0.0047,-0.0997,0.2593,-11.5390,0.1003
209.987,6,4.1709,26.62,0.087,4.1697,-0.0082,-0.0983,0.2780,-11.4971,0.1017
210.341,6,4.0138,27.77,0.091,4.0124,-0.0474,-0.0981,0.2914,-11.4266,0.1019
210.673,6,3.8834,28.67,0.054,3.8818,0.0556,-0.0942,0.3156,-11.3948,0.1058
210.974,6,3.8801,28.71,0.103,3.8716,0.2372,-0.0983,0.3209,-11.4768,0.1017
211.341,6,3.7465,29.81,0.082,3.7310,0.3263,-0.0979,0.3017,-11.4263,0.1021
211.669,6,3.6235,30.87,0.210,3.6093,0.3055,-0.0966,0.3112,-11.3939,0.1034
211.983,6,3.6217,30.78,0.051,3.6046,0.3380,-0.0978,0.2964,-11.4765,0.1022
212.338,6,3.4065,32.85,0.121,3.3915,0.3056,-0.0954,0.3080,-11.3502,0.1046
212.670,6,3.3978,32.86,0.024,3.3767,0.3654,-0.0976,0.3083,-11.4288,0.1024
212.977,6,3.2375,34.89,0.112,3.2069,0.4335,-0.0960,0.3145,-11.3546,0.1040
213.345,6,3.2165,34.88,0.014,3.1796,0.4761,-0.0976,0.2700,-11.4009,0.1024
213.671,6,3.1426,35.88,0.169,3.1109,0.4343,-0.0969,0.2627,-11.4104,0.1031
213.979,6,2.9997,37.89,0.119,2.9615,0.4670,-0.0966,0.2710,-11.3642,0.1034
214.353,6,2.9578,38.89,0.116,2.9017,0.5648,-0.0972,0.2749,-11.4134,0.1028
214.666,6,2.8634,40.90,0.107,2.7853,0.6572,-0.0971,0.2788,-11.4053,0.1029
214.971,6,2.7767,42.88,0.189,2.6764,0.7330,-0.0970,0.2804,-11.3945,0.1030
