t,id,range_m,side_px,reproj_px,cam_x,cam_y,cam_z,map_x,map_y,map_z
155.709,1,2.0892,60.86,0.034,1.9501,0.7436,-0.0949,-0.2302,2.3430,0.1051
156.061,1,2.0291,56.91,0.192,1.9686,0.4827,-0.0948,-0.2228,2.3147,0.1052
156.382,1,2.0156,55.89,0.091,1.9979,0.2496,-0.0946,-0.2148,2.3279,0.1054
156.732,1,1.9891,55.88,0.249,1.9866,0.0259,-0.0947,-0.2047,2.3305,0.1053
157.038,1,1.9608,56.90,0.013,1.9493,-0.1899,-0.0949,-0.1930,2.3310,0.1051
157.384,1,1.9412,58.91,0.162,1.9018,-0.3771,-0.0949,-0.1846,2.3404,0.1051
157.708,1,1.9174,61.92,0.069,1.8379,-0.5381,-0.0952,-0.1772,2.3489,0.1048
158.057,1,1.8904,66.95,0.029,1.7651,-0.6702,-0.0954,-0.1724,2.3493,0.1046
158.370,1,1.8773,70.87,0.266,1.7035,-0.7832,-0.0955,-0.1698,2.3585,0.1045
170.669,1,2.2457,61.92,0.026,2.0032,-1.0106,-0.0948,-0.1806,2.3415,0.1052
171.054,1,2.2964,58.96,0.152,2.0604,-1.0095,-0.0946,-0.1779,2.3347,0.1054
171.373,1,2.3695,56.95,0.124,2.1397,-1.0135,-0.0943,-0.1804,2.3460,0.1057
171.675,1,2.4327,54.88,0.071,2.2090,-1.0148,-0.0942,-0.1810,2.3485,0.1058
172.050,1,2.4887,52.94,0.085,2.2711,-1.0134,-0.0941,-0.1798,2.3426,0.1059
172.379,1,2.5310,50.90,0.129,2.3206,-1.0060,-0.0939,-0.1763,2.3242,0.1061
172.680,1,2.6186,49.05,0.105,2.4117,-1.0158,-0.0952,-0.0666,2.3666,0.1048
173.051,1,2.6540,48.89,0.474,2.4535,-1.0075,-0.0944,-0.0661,2.3460,0.1056
173.380,1,2.6543,48.88,0.197,2.4538,-1.0075,-0.0959,-0.0638,2.3419,0.1041
173.684,1,2.6543,48.88,0.196,2.4538,-1.0075,-0.0959,-0.0651,2.3428,0.1041
174.043,1,2.6543,48.88,0.196,2.4538,-1.0075,-0.0959,-0.0673,2.3418,0.1041
174.391,1,2.6543,48.88,0.196,2.4538,-1.0075,-0.0959,-0.0679,2.3413,0.1041
174.687,1,2.6543,48.88,0.196,2.4538,-1.0075,-0.0959,-0.0686,2.3417,0.1041
175.048,1,2.6543,48.88,0.196,2.4538,-1.0075,-0.0959,-0.0694,2.3414,0.1041
175.372,1,2.6543,48.88,0.196,2.4538,-1.0075,-0.0959,-0.0705,2.3411,0.1041
175.676,1,2.6543,48.88,0.196,2.4538,-1.0075,-0.0959,-0.0709,2.3413,0.1041
176.049,1,2.6543,48.88,0.196,2.4538,-1.0075,-0.0959,-0.0717,2.3411,0.1041
176.393,1,2.6543,48.88,0.196,2.4538,-1.0075,-0.0959,-0.0716,2.3412,0.1041
176.670,1,2.7126,46.95,0.096,2.5235,-0.9903,-0.0979,-0.0843,2.3995,0.1021
177.040,1,2.7051,43.93,0.044,2.6127,-0.6940,-0.0979,-0.0900,2.3967,0.1021
177.374,1,2.6684,41.90,0.152,2.6548,-0.2509,-0.0973,-0.1049,2.3576,0.1027
177.667,1,2.7269,40.90,0.011,2.7132,0.2544,-0.0978,-0.1414,2.4035,0.1022
178.026,1,2.7104,45.91,0.009,2.5577,0.8915,-0.0979,-0.1679,2.3824,0.1021
221.311,3,1.8664,73.09,0.795,1.6491,0.8686,-0.0976,2.0533,-4.4886,0.1024
221.652,3,1.7913,75.86,0.821,1.5926,0.8141,-0.0976,2.0642,-4.4870,0.1024
221.964,3,1.7212,80.15,1.756,1.5185,0.8041,-0.1003,2.0691,-4.4923,0.0997
222.655,3,1.5225,87.86,0.075,1.3615,0.6745,-0.0965,1.9865,-4.4571,0.1035
222.961,3,1.4452,93.88,0.127,1.2787,0.6664,-0.0967,1.9923,-4.4565,0.1033
226.314,5,2.5547,49.57,0.587,2.3895,0.8985,-0.0971,2.0641,-6.4940,0.1029
