x,y
0.0000,0.0000
0.3489,0.0106
0.5852,0.0035
0.6836,0.0536
0.6469,0.0583
-0.0492,0.7393
0.2285,2.5883
0.1966,2.5765
0.2514,2.4511
0.2336,2.3216
-0.2657,1.4201
0.4190,0.5950
0.7952,0.4706
0.7137,0.4522
0.1778,0.0854
-2.2713,-0.0846
-4.5738,-0.1319
-6.0538,-0.9017
-5.3702,-1.9618
-5.1850,-2.1058
-5.2705,-2.1267
-5.0691,-1.9487
-5.9347,-1.4180
-3.8920,-0.5871
-1.5264,-0.5882
0.9947,-0.5843
3.3048,-0.5843
5.0946,-0.8881
5.1086,-1.3522
5.0969,-1.2642
5.0709,-1.1873
5.1121,-0.8844
6.1106,0.1347
6.5261,1.7635
6.2503,2.3088
6.9177,3.0085
8.2945,3.8698
8.3694,3.8913
8.3090,3.8699
8.3871,3.7405
8.4057,3.8551
8.3930,3.8007
8.4065,3.7376
8.4136,3.7355
8.3399,3.3286
6.9786,1.3398
5.4893,-0.6645
5.9286,-2.4374
6.8395,-4.0406
6.9453,-4.5277
6.9061,-4.4578
6.9092,-4.3670
5.9495,-2.0880
4.0123,-0.5837
2.0412,0.1964
0.0518,0.4583
-2.2774,0.4718
-4.8404,0.4656
-7.4395,0.5458
-8.1935,2.1040
-7.9694,2.8595
-9.1153,3.4463
-10.5098,4.9991
-10.5503,5.2653
-10.5463,5.2131
-10.6010,5.1690
-10.6015,5.1728
-10.0237,3.4202
-8.5297,1.4577
-6.8771,-0.4717
-6.0080,-1.8657
-6.8276,-2.7391
-7.9937,-3.9755
-7.9720,-4.0073
-6.7150,-4.1715
-6.0292,-5.6982
-6.1955,-5.9856
-6.1962,-5.9941
-6.1935,-5.9417
-5.7741,-5.1080
-5.7666,-2.5079
-5.9703,-1.4265
-4.3607,-0.2389
-2.2921,0.2654
0.0773,0.2534
2.3727,0.2508
4.5252,0.4647
6.6076,0.9841
6.6873,3.5437
6.5751,5.3632
6.9862,5.7024
6.8894,5.6827
6.8549,5.6802
6.8526,5.6800
6.8526,5.6800
6.8526,5.6800
6.8526,5.6800
6.8526,5.6800
6.8526,5.6800
