t,id,range_m,side_px,reproj_px,cam_x,cam_y,cam_z,map_x,map_y,map_z
157.748,4,4.4497,26.17,1.248,4.3485,-0.9417,-0.0595,-2.5919,-3.3618,0.1405
158.079,4,4.2883,26.94,0.276,4.2688,-0.4037,-0.0633,-2.4859,-3.2520,0.1367
158.394,4,4.2074,26.94,0.093,4.2037,0.1637,-0.0639,-2.4559,-3.2172,0.1361
158.749,4,4.4206,26.16,1.218,4.3555,0.7534,-0.0594,-2.6282,-3.3920,0.1406
159.100,4,4.1568,27.96,0.157,3.9684,1.2356,-0.0644,-2.4596,-3.2246,0.1356
167.065,4,4.1092,28.13,1.362,4.1074,0.1066,-0.0615,-2.9930,-3.4188,0.1385
167.388,4,4.0825,28.18,1.219,4.0631,-0.3928,-0.0628,-2.9933,-3.4309,0.1372
172.060,4,4.4044,31.06,1.660,4.0030,-1.8342,-0.1011,-3.6273,-4.4614,0.0989
178.069,4,4.3901,27.52,0.484,4.2315,-1.1646,-0.1019,-3.9710,-4.6979,0.0981
178.404,4,4.3930,28.73,1.180,4.1983,-1.2891,-0.1013,-4.0307,-4.7614,0.0987
178.695,4,4.3012,28.57,0.579,4.1011,-1.2926,-0.1023,-4.0234,-4.7577,0.0977
179.066,4,4.1441,29.57,0.557,3.9588,-1.2209,-0.1023,-3.9703,-4.7080,0.0977
179.393,4,4.1190,29.59,0.626,3.9633,-1.1169,-0.1022,-4.0248,-4.7464,0.0978
179.691,4,4.0148,29.93,0.679,3.9270,-0.8289,-0.1020,-3.9999,-4.7419,0.0980
180.062,4,3.8741,30.60,0.622,3.8270,-0.5936,-0.1021,-3.9621,-4.7040,0.0979
180.388,4,3.8343,30.71,0.637,3.8089,-0.4280,-0.1017,-3.9967,-4.7293,0.0983
180.700,4,3.7073,31.66,0.666,3.6961,-0.2702,-0.1018,-3.9549,-4.6921,0.0982
181.069,4,3.7115,31.70,1.373,3.7061,-0.1691,-0.1068,-4.0042,-4.7290,0.0932
181.389,4,3.5744,32.75,0.683,3.5720,-0.0825,-0.1014,-3.9388,-4.6740,0.0986
181.705,4,3.5779,32.67,0.671,3.5762,-0.0439,-0.1017,-3.9726,-4.7078,0.0983
182.060,4,3.5492,33.43,1.607,3.5475,-0.0227,-0.1059,-3.9873,-4.6862,0.0941
182.398,4,3.5492,33.43,1.607,3.5476,-0.0227,-0.1059,-3.9878,-4.6859,0.0941
182.704,4,3.5492,33.43,1.607,3.5476,-0.0227,-0.1059,-3.9862,-4.6853,0.0941
183.060,4,3.5492,33.43,1.607,3.5476,-0.0227,-0.1059,-3.9853,-4.6867,0.0941
183.393,4,3.5492,33.43,1.607,3.5476,-0.0227,-0.1059,-3.9845,-4.6878,0.0941
183.701,4,3.5492,33.43,1.607,3.5476,-0.0227,-0.1059,-3.9843,-4.6882,0.0941
184.070,4,3.5492,33.43,1.607,3.5476,-0.0227,-0.1059,-3.9835,-4.6891,0.0941
184.402,4,3.5492,33.43,1.607,3.5476,-0.0227,-0.1059,-3.9824,-4.6904,0.0941
184.693,4,3.5492,33.43,1.607,3.5476,-0.0227,-0.1059,-3.9808,-4.6917,0.0941
185.051,4,3.5483,33.78,1.326,3.5412,-0.2006,-0.1000,-3.9729,-4.7231,0.1000
185.392,4,3.6025,35.06,1.855,3.5458,-0.6278,-0.1064,-4.0325,-4.7833,0.0936
185.689,4,3.5814,35.83,1.809,3.4452,-0.9726,-0.1060,-4.0157,-4.8032,0.0940
186.065,4,3.5999,36.99,1.916,3.3478,-1.3193,-0.1054,-4.0518,-4.8224,0.0946
186.392,4,3.2498,40.29,0.261,2.8716,-1.5184,-0.0977,-3.8217,-4.5904,0.1023
200.997,6,4.4346,26.07,0.361,4.4184,0.3734,-0.0616,1.8165,0.8872,0.1384
201.368,6,4.3586,25.81,0.121,4.3496,0.2726,-0.0622,1.8181,0.8997,0.1378
201.993,6,4.2584,26.93,0.287,4.2567,0.1033,-0.0632,1.8571,0.9692,0.1368
202.373,6,4.1795,26.93,0.009,4.1787,0.0479,-0.0639,1.8667,0.9694,0.1361
203.007,6,4.0502,27.92,0.135,4.0488,-0.0880,-0.0636,1.9016,1.0056,0.1364
205.996,6,4.4817,25.05,1.498,4.4762,-0.2003,-0.0949,2.6318,1.9758,0.1051
206.999,6,4.1866,27.27,2.397,4.1708,-0.3511,-0.0939,2.6029,1.9630,0.1061
207.653,6,4.3454,27.24,0.980,4.3225,-0.4337,-0.1001,2.8138,2.1717,0.0999
209.356,6,4.4605,25.96,0.463,4.4490,-0.3024,-0.1024,3.1730,2.5980,0.0976
209.697,6,4.4789,25.99,0.739,4.4776,-0.0397,-0.1021,3.2485,2.6672,0.0979
